transaction_date,category,transactions,units_sold,net_revenue,gross_profit
2024-08-16,Sports,2,8,2202.6,595.9200000000001
2024-08-17,Apparel,4,13,900.41,415.71
2024-08-17,Electronics,4,13,2971.54,1015.3
2024-08-17,Grocery,2,6,2517.54,1057.77
2024-08-17,Home,4,7,4112.72,1713.35
2024-08-17,Sports,2,8,4185.09,1230.53
2024-08-18,Apparel,1,4,104.08,59.76
2024-08-18,Electronics,1,4,582.04,179.48
2024-08-18,Grocery,1,4,234.08,57.48
2024-08-18,Home,5,14,3428.6,1078.2
2024-08-18,Sports,2,5,2230.1099999999997,1110.8600000000001
2024-08-19,Apparel,7,23,6386.99,3076.22
2024-08-19,Electronics,2,6,1389.77,582.71
2024-08-19,Grocery,4,12,3623.23,1304.73
2024-08-19,Home,3,10,1652.1499999999999,611.69
2024-08-19,Sports,3,9,4270.83,2002.31
2024-08-20,Apparel,4,15,5942.4400000000005,2217.85
2024-08-20,Electronics,3,5,677.11,144.09000000000003
2024-08-20,Grocery,5,14,5735.75,2589.83
2024-08-20,Home,1,1,490.08,224.64
2024-08-20,Sports,3,11,6913.3099999999995,2983.31
2024-08-21,Apparel,1,2,1117.32,473.04
2024-08-21,Electronics,3,10,3135.37,1410.5
2024-08-21,Grocery,3,3,1209.1100000000001,468.54
2024-08-21,Home,3,10,2187.2,1127.28
2024-08-21,Sports,4,11,4736.53,2289.89
2024-08-22,Apparel,3,6,1333.5500000000002,533.28
2024-08-22,Electronics,2,9,1298.15,441.6
2024-08-22,Grocery,4,9,3988.38,2094.12
2024-08-22,Home,3,10,4451.96,2316.0
2024-08-22,Sports,1,4,1521.12,86.44
2024-08-23,Apparel,4,8,1800.01,492.56
2024-08-23,Electronics,5,15,8034.870000000001,3311.46
2024-08-23,Grocery,2,6,3200.62,1346.8400000000001
2024-08-23,Home,4,7,1050.23,373.9
2024-08-23,Sports,3,10,3201.1099999999997,1548.48
2024-08-24,Apparel,1,4,2122.91,834.35
2024-08-24,Electronics,6,24,8220.960000000001,2971.77
2024-08-24,Grocery,2,7,1212.74,429.03999999999996
2024-08-24,Home,4,19,2688.5299999999997,930.96
2024-08-24,Sports,2,4,1564.85,622.1899999999999
2024-08-25,Apparel,1,4,677.48,244.44
2024-08-25,Electronics,1,3,327.29,149.51
2024-08-25,Grocery,1,1,94.47,46.89
2024-08-25,Home,1,3,1315.84,450.79
2024-08-25,Sports,4,13,6493.53,3148.1800000000003
2024-08-26,Apparel,2,4,2277.24,1084.3899999999999
2024-08-26,Electronics,7,16,7002.07,2982.69
2024-08-26,Grocery,3,5,1583.27,591.6099999999999
2024-08-26,Sports,1,3,981.75,199.83
2024-08-27,Apparel,3,10,4412.03,1723.42
2024-08-27,Electronics,4,13,5639.08,2668.32
2024-08-27,Grocery,2,7,3947.6099999999997,1655.18
2024-08-27,Sports,3,10,4062.68,1265.97
2024-08-28,Apparel,6,16,5778.5599999999995,2367.83
2024-08-28,Electronics,4,13,2895.18,1113.95
2024-08-28,Grocery,1,2,1242.46,519.98
2024-08-28,Home,2,4,1199.42,461.38
2024-08-28,Sports,3,8,2818.81,995.73
2024-08-29,Apparel,4,13,5874.030000000001,2447.61
2024-08-29,Electronics,6,15,3941.2000000000003,777.98
2024-08-29,Grocery,4,9,1586.1599999999999,688.38
2024-08-29,Home,3,7,1807.69,625.45
2024-08-29,Sports,4,16,5492.860000000001,2594.22
2024-08-30,Apparel,1,4,622.51,166.55
2024-08-30,Electronics,2,2,628.43,177.63
2024-08-30,Grocery,3,8,1184.04,435.04999999999995
2024-08-30,Home,2,6,1087.42,374.48
2024-08-30,Sports,3,9,3509.42,1430.3999999999999
2024-08-31,Apparel,5,16,6962.66,2724.21
2024-08-31,Electronics,2,2,131.46,12.92
2024-08-31,Grocery,5,18,3974.69,1800.83
2024-08-31,Sports,5,16,7344.799999999999,3482.83
2024-09-01,Apparel,2,5,1146.5,274.06
2024-09-01,Electronics,2,8,2773.57,1190.55
2024-09-01,Grocery,7,20,4405.49,1788.1399999999999
2024-09-02,Apparel,2,8,4371.18,1841.11
2024-09-02,Electronics,2,7,2204.94,1020.1700000000001
2024-09-02,Grocery,5,16,5659.1,2472.11
2024-09-02,Home,1,2,292.3,46.36
2024-09-02,Sports,1,2,1054.08,320.94
2024-09-03,Apparel,1,3,1167.15,278.79
2024-09-03,Electronics,2,2,784.48,283.61
2024-09-03,Grocery,3,6,2027.67,936.28
2024-09-03,Home,3,7,3300.3900000000003,1209.35
2024-09-03,Sports,1,1,475.35,116.68
2024-09-04,Apparel,2,5,549.47,220.51
2024-09-04,Electronics,3,7,3089.51,1600.9
2024-09-04,Grocery,2,4,639.91,266.53
2024-09-04,Home,7,23,6829.32,2822.69
2024-09-04,Sports,6,16,6643.860000000001,2665.28
2024-09-05,Apparel,3,8,2723.6,1105.8
2024-09-05,Electronics,1,1,29.58,12.69
2024-09-05,Grocery,5,21,9564.52,4322.96
2024-09-05,Home,2,8,1767.23,587.79
2024-09-05,Sports,2,8,2713.85,763.97
2024-09-06,Apparel,5,19,3772.5,1465.83
2024-09-06,Electronics,1,4,124.56,57.0
2024-09-06,Home,3,6,2883.34,1301.44
2024-09-06,Sports,6,23,9046.42,3864.69
2024-09-07,Apparel,1,2,654.56,355.3
2024-09-07,Electronics,5,19,4306.29,2149.31
2024-09-07,Grocery,1,1,23.14,12.54
2024-09-07,Home,3,11,4046.7,1116.3700000000001
2024-09-07,Sports,3,5,2612.1,1210.1999999999998
2024-09-08,Electronics,2,7,858.4699999999999,137.84
2024-09-08,Grocery,4,7,1507.93,677.37
2024-09-08,Home,4,7,2456.27,899.0799999999999
2024-09-08,Sports,3,10,5011.94,2184.09
2024-09-09,Apparel,2,5,1128.76,302.73
2024-09-09,Electronics,2,5,876.78,363.72
2024-09-09,Grocery,6,18,8039.7,3164.5
2024-09-09,Home,4,12,2440.05,355.47
2024-09-09,Sports,2,7,2536.29,1144.4199999999998
2024-09-10,Apparel,3,6,2723.08,930.74
2024-09-10,Electronics,1,2,1108.2,629.76
2024-09-10,Grocery,5,18,8573.27,4695.56
2024-09-10,Home,1,1,337.64,128.41
2024-09-10,Sports,4,14,5624.01,2354.0499999999997
2024-09-11,Apparel,3,12,3070.0699999999997,1173.8899999999999
2024-09-11,Electronics,2,5,1119.64,337.54999999999995
2024-09-11,Grocery,2,4,2286.13,1210.47
2024-09-11,Home,1,4,1097.2,331.88
2024-09-11,Sports,3,8,3522.92,1489.8600000000001
2024-09-12,Apparel,4,17,6169.83,2480.6
2024-09-12,Electronics,7,23,8673.53,3962.29
2024-09-12,Grocery,1,5,322.64,34.54
2024-09-12,Home,3,10,3593.46,1609.9699999999998
2024-09-12,Sports,2,7,4126.16,1808.6
2024-09-13,Apparel,3,8,3515.7,1621.9
2024-09-13,Electronics,1,3,714.15,294.0
2024-09-13,Grocery,3,11,4179.62,1935.27
2024-09-13,Home,2,6,256.19,17.259999999999998
2024-09-13,Sports,2,9,3642.17,963.25
2024-09-14,Apparel,2,5,1478.91,523.56
2024-09-14,Electronics,3,5,677.01,235.29
2024-09-14,Grocery,3,14,6196.62,2924.76
2024-09-14,Home,1,3,806.61,308.01
2024-09-15,Apparel,5,10,4440.94,1636.56
2024-09-15,Electronics,4,15,4755.15,1938.5
2024-09-15,Grocery,3,13,2978.3,832.9
2024-09-15,Home,2,6,718.9,171.64000000000001
2024-09-15,Sports,6,14,4386.81,1572.93
2024-09-16,Apparel,5,15,7094.03,2373.33
2024-09-16,Electronics,2,5,391.25,48.95
2024-09-16,Grocery,2,6,383.73,151.45999999999998
2024-09-16,Home,5,17,5507.33,1943.8400000000001
2024-09-16,Sports,3,11,4151.450000000001,1020.6500000000001
2024-09-17,Electronics,3,13,6313.530000000001,3052.29
2024-09-17,Grocery,4,10,2386.94,941.72
2024-09-17,Home,1,1,355.41,146.18
2024-09-17,Sports,3,5,1479.6999999999998,555.13
2024-09-18,Apparel,1,1,101.59,24.18
2024-09-18,Electronics,2,9,2719.21,739.95
2024-09-18,Grocery,3,10,3449.08,1606.37
2024-09-18,Home,4,13,6296.87,2677.2000000000003
2024-09-18,Sports,3,10,3107.75,1581.73
2024-09-19,Apparel,3,12,3463.12,1423.64
2024-09-19,Electronics,1,5,155.7,71.25
2024-09-19,Grocery,4,13,5992.42,2920.6000000000004
2024-09-19,Home,3,6,906.64,147.89
2024-09-19,Sports,2,6,2086.35,878.21
2024-09-20,Apparel,2,6,2864.87,1195.24
2024-09-20,Electronics,3,8,2742.36,1270.3400000000001
2024-09-20,Grocery,4,15,3481.7,1089.62
2024-09-20,Home,7,18,5923.13,2477.74
2024-09-20,Sports,1,3,1172.49,215.1
2024-09-21,Apparel,2,8,2553.8,423.25
2024-09-21,Electronics,1,5,2033.9,967.65
2024-09-21,Grocery,2,9,1475.0900000000001,606.93
2024-09-21,Home,3,9,2459.14,667.9300000000001
2024-09-21,Sports,3,11,1607.71,541.72
2024-09-22,Apparel,4,17,5603.6,1777.78
2024-09-22,Electronics,5,15,4626.089999999999,2005.26
2024-09-22,Grocery,1,1,336.98,165.48
2024-09-22,Home,2,3,1467.51,648.28
2024-09-22,Sports,2,7,1685.59,504.85
2024-09-23,Apparel,1,4,1538.01,459.81
2024-09-23,Electronics,2,6,2498.4300000000003,701.35
2024-09-23,Grocery,3,11,3136.17,1629.4
2024-09-23,Home,3,6,1549.44,466.59
2024-09-23,Sports,3,7,3324.81,1271.7199999999998
2024-09-24,Apparel,3,4,2119.4700000000003,1108.75
2024-09-24,Electronics,3,10,3943.4,2029.1000000000001
2024-09-24,Grocery,3,8,753.37,387.81
2024-09-24,Home,1,1,300.77,29.06
2024-09-24,Sports,4,10,3351.52,1645.52
2024-09-25,Apparel,2,9,5345.92,2150.9900000000002
2024-09-25,Electronics,3,10,2965.59,1419.65
2024-09-25,Grocery,2,4,1636.41,471.07
2024-09-25,Home,1,2,467.72,234.22
2024-09-25,Sports,3,12,4732.0,1390.48
2024-09-26,Apparel,3,11,2767.33,1061.29
2024-09-26,Electronics,2,5,2890.1600000000003,1289.73
2024-09-26,Grocery,1,5,1527.41,348.01
2024-09-26,Home,2,6,1105.46,380.38
2024-09-26,Sports,4,10,1978.9099999999999,1089.52
2024-09-27,Apparel,2,8,2707.16,1138.3600000000001
2024-09-27,Electronics,3,6,2058.44,967.17
2024-09-27,Grocery,7,15,2594.65,877.5600000000001
2024-09-27,Home,2,6,2130.9,813.04
2024-09-27,Sports,2,7,3430.83,904.3399999999999
2024-09-28,Apparel,2,5,3024.4700000000003,1563.49
2024-09-28,Electronics,5,17,5669.55,2487.2
2024-09-28,Grocery,4,5,1414.6100000000001,626.08
2024-09-28,Home,1,1,412.83,218.87
2024-09-28,Sports,3,8,2356.66,859.96
2024-09-29,Apparel,3,9,3962.67,1435.01
2024-09-29,Electronics,5,20,10104.51,5019.17
2024-09-29,Grocery,2,9,1469.71,528.5699999999999
2024-09-29,Home,1,4,1075.48,410.68
2024-09-29,Sports,3,10,4604.48,1919.7299999999998
2024-09-30,Apparel,6,22,4754.99,1531.81
2024-09-30,Electronics,2,6,2360.04,1123.06
2024-09-30,Grocery,3,8,2320.16,839.76
2024-09-30,Home,3,12,3157.7599999999998,994.85
2024-09-30,Sports,4,11,3800.42,1289.24
2024-10-01,Apparel,5,18,7141.35,2828.4300000000003
2024-10-01,Electronics,2,6,3579.78,1572.67
2024-10-01,Grocery,3,12,2047.33,586.28
2024-10-01,Home,2,6,2513.16,1221.86
2024-10-01,Sports,1,4,1839.2,562.68
2024-10-02,Apparel,3,5,869.08,302.22
2024-10-02,Electronics,3,7,2948.48,1294.43
2024-10-02,Grocery,1,1,317.96,79.38
2024-10-02,Home,1,1,26.09,6.66
2024-10-02,Sports,4,13,5058.17,1724.5300000000002
2024-10-03,Apparel,2,5,372.09,100.12
2024-10-03,Electronics,4,10,1130.06,311.07
2024-10-03,Grocery,3,8,3531.1000000000004,1625.1
2024-10-03,Sports,1,4,1240.81,307.69
2024-10-04,Apparel,5,17,6186.71,2475.2999999999997
2024-10-04,Electronics,5,23,7389.52,2531.6
2024-10-04,Grocery,2,5,515.6600000000001,174.51999999999998
2024-10-04,Home,1,3,1465.65,415.41
2024-10-04,Sports,2,5,2199.1099999999997,862.96
2024-10-05,Apparel,5,18,5260.32,2498.9300000000003
2024-10-05,Electronics,4,10,2779.26,1284.9499999999998
2024-10-05,Grocery,5,19,7633.11,3843.7200000000003
2024-10-05,Home,1,1,47.85,10.97
2024-10-05,Sports,5,10,4577.45,2312.51
2024-10-06,Apparel,2,5,1754.0500000000002,745.39
2024-10-06,Grocery,4,10,1276.53,567.1800000000001
2024-10-06,Home,1,3,1061.55,246.42
2024-10-06,Sports,3,9,2746.42,923.3199999999999
2024-10-07,Apparel,3,7,1721.1999999999998,738.69
2024-10-07,Electronics,1,3,1729.77,582.75
2024-10-07,Grocery,2,4,759.82,218.20000000000002
2024-10-07,Home,2,4,1374.26,603.6800000000001
2024-10-07,Sports,2,5,2639.88,917.71
2024-10-08,Apparel,3,9,3752.34,1119.29
2024-10-08,Electronics,1,5,613.66,317.36
2024-10-08,Grocery,3,11,5960.139999999999,3230.17
2024-10-08,Home,2,8,923.78,253.23000000000002
2024-10-08,Sports,5,19,10280.789999999999,3159.4300000000003
2024-10-09,Apparel,6,25,10665.76,4824.41
2024-10-09,Electronics,5,20,5090.1900000000005,2093.98
2024-10-09,Grocery,3,11,3058.9700000000003,1117.3
2024-10-09,Home,3,8,2661.13,661.97
2024-10-09,Sports,2,6,3187.86,893.8399999999999
2024-10-10,Apparel,2,8,4443.04,1964.3600000000001
2024-10-10,Electronics,3,9,3028.73,1374.8400000000001
2024-10-10,Grocery,6,26,11598.529999999999,5626.860000000001
2024-10-10,Home,1,2,95.7,21.94
2024-10-10,Sports,2,8,3215.6200000000003,1185.5900000000001
2024-10-11,Electronics,2,5,3271.4700000000003,1696.1799999999998
2024-10-11,Grocery,4,14,3663.3,1421.19
2024-10-11,Home,1,5,1777.05,730.9
2024-10-11,Sports,5,20,8196.72,3455.13
2024-10-12,Apparel,3,13,3339.7,1208.13
2024-10-12,Electronics,2,5,1432.15,613.6
2024-10-12,Grocery,5,21,6634.73,1998.61
2024-10-12,Home,1,4,1949.4,796.0
2024-10-12,Sports,1,1,475.35,116.68
2024-10-13,Apparel,4,18,6729.98,2732.56
2024-10-13,Electronics,1,2,493.18,194.3
2024-10-13,Grocery,4,14,5113.55,2501.94
2024-10-13,Home,3,9,2967.4700000000003,1256.03
2024-10-13,Sports,1,3,981.75,199.83
2024-10-14,Apparel,3,8,2508.89,849.35
2024-10-14,Electronics,4,12,4498.0599999999995,1484.98
2024-10-14,Grocery,3,6,2136.12,794.24
2024-10-14,Home,2,10,2986.96,1109.81
2024-10-14,Sports,3,8,3796.55,1233.5900000000001
2024-10-15,Apparel,2,5,786.73,315.25
2024-10-15,Electronics,2,7,1674.42,841.54
2024-10-15,Grocery,4,16,4424.14,1932.0
2024-10-15,Home,2,7,1846.6899999999998,644.03
2024-10-15,Sports,1,2,831.54,270.58
2024-10-16,Apparel,1,4,1400.58,216.1
2024-10-16,Electronics,1,4,1144.36,254.32
2024-10-16,Grocery,2,8,2304.8,644.68
2024-10-16,Home,2,4,538.96,156.66
2024-10-16,Sports,1,3,897.14,328.64
2024-10-17,Apparel,5,14,5336.42,2204.1
2024-10-17,Electronics,5,18,4255.96,1787.1999999999998
2024-10-17,Grocery,2,7,2067.7200000000003,961.82
2024-10-17,Home,4,15,5893.21,1718.24
2024-10-17,Sports,4,12,4195.92,2084.75
2024-10-18,Apparel,3,7,1694.87,638.3199999999999
2024-10-18,Electronics,1,1,257.48,34.97
2024-10-18,Grocery,1,4,1065.2,563.16
2024-10-18,Home,5,16,5561.0599999999995,2196.7
2024-10-18,Sports,2,5,1746.17,857.93
2024-10-19,Apparel,4,9,3134.44,1313.25
2024-10-19,Electronics,2,6,1845.31,873.79
2024-10-19,Grocery,3,6,1402.85,496.94000000000005
2024-10-19,Home,8,27,4972.45,1683.8
2024-10-19,Sports,2,4,2110.6400000000003,1003.8800000000001
2024-10-20,Apparel,2,9,2559.31,1043.28
2024-10-20,Electronics,3,11,4490.32,1919.0800000000002
2024-10-20,Grocery,2,6,514.26,151.38
2024-10-20,Home,5,18,4589.3099999999995,1599.75
2024-10-20,Sports,3,9,3781.73,1400.51
2024-10-21,Apparel,2,6,1786.3400000000001,726.88
2024-10-21,Grocery,1,4,397.48,215.72
2024-10-21,Sports,1,3,1237.11,645.21
2024-10-22,Apparel,2,10,4779.1,1840.9
2024-10-22,Electronics,2,4,956.02,472.16
2024-10-22,Grocery,4,12,1771.62,859.49
2024-10-22,Home,3,5,1590.77,388.67999999999995
2024-10-22,Sports,2,5,1851.5,421.87
2024-10-23,Apparel,5,14,4716.85,2034.54
2024-10-23,Electronics,5,16,3399.28,1343.61
2024-10-23,Grocery,1,2,46.28,25.08
2024-10-23,Home,3,9,3427.9700000000003,1347.06
2024-10-23,Sports,3,11,4901.8,1710.56
2024-10-24,Apparel,6,16,6550.91,2347.0
2024-10-24,Electronics,5,13,3604.17,1684.3400000000001
2024-10-24,Home,1,4,330.04,171.64
2024-10-24,Sports,1,2,255.24,59.42
2024-10-25,Apparel,3,11,4676.6900000000005,1909.0900000000001
2024-10-25,Electronics,4,16,6236.509999999999,2524.73
2024-10-25,Grocery,1,1,678.93,378.98
2024-10-25,Home,5,16,6444.24,2129.68
2024-10-25,Sports,3,6,1143.74,318.36
2024-10-26,Apparel,2,8,1776.23,582.63
2024-10-26,Electronics,4,9,3811.5499999999997,1233.51
2024-10-26,Grocery,1,1,621.23,259.99
2024-10-26,Home,1,3,1061.55,246.42
2024-10-26,Sports,3,6,1882.87,861.13
2024-10-27,Apparel,4,13,2158.77,789.88
2024-10-27,Grocery,2,2,343.74,122.49000000000001
2024-10-27,Home,1,2,979.97,451.07
2024-10-28,Apparel,3,10,2232.36,327.19000000000005
2024-10-28,Electronics,4,13,7784.52,3840.63
2024-10-28,Grocery,2,5,2020.44,907.3
2024-10-28,Home,2,7,2952.7400000000002,1253.88
2024-10-28,Sports,2,8,3013.41,1262.32
2024-10-29,Apparel,2,9,4268.26,1653.0
2024-10-29,Electronics,2,9,5360.3099999999995,2602.08
2024-10-29,Grocery,4,13,5997.73,2969.48
2024-10-29,Home,5,17,6208.929999999999,2790.4600000000005
2024-10-29,Sports,1,5,606.19,116.64
2024-10-30,Apparel,5,18,5064.12,2287.55
2024-10-30,Electronics,2,5,807.02,227.53
2024-10-30,Grocery,2,10,5558.99,2716.29
2024-10-30,Home,2,6,1130.92,325.15999999999997
2024-10-30,Sports,3,11,6591.59,2540.1800000000003
2024-10-31,Apparel,3,8,2829.91,1056.72
2024-10-31,Electronics,5,15,4010.25,1932.49
2024-10-31,Grocery,3,7,1301.74,402.09999999999997
2024-10-31,Home,3,7,2913.43,883.96
2024-10-31,Sports,3,5,1860.15,875.41
2024-11-01,Apparel,1,1,442.63,155.31
2024-11-01,Electronics,5,13,4195.12,1805.82
2024-11-01,Home,3,7,1896.94,548.8000000000001
2024-11-01,Sports,2,7,3985.74,1486.0700000000002
2024-11-02,Apparel,3,7,4505.52,2215.88
2024-11-02,Electronics,5,13,2737.89,924.3399999999999
2024-11-02,Grocery,5,16,4758.95,2176.48
2024-11-02,Home,1,5,380.7,83.1
2024-11-02,Sports,8,27,13140.91,5129.96
2024-11-03,Apparel,3,8,4448.030000000001,2026.99
2024-11-03,Electronics,4,10,2334.16,1182.88
2024-11-03,Grocery,4,9,1050.0700000000002,463.59000000000003
2024-11-03,Home,3,11,2295.5299999999997,366.71000000000004
2024-11-03,Sports,4,11,4477.12,2099.77
2024-11-04,Apparel,3,5,1180.6200000000001,476.02
2024-11-04,Electronics,3,5,2159.67,695.03
2024-11-04,Grocery,3,7,1151.12,523.4300000000001
2024-11-04,Home,6,18,6181.3,1995.18
2024-11-04,Sports,3,6,1869.6799999999998,759.78
2024-11-05,Apparel,3,11,1332.02,394.38
2024-11-05,Electronics,4,12,1971.8899999999999,563.52
2024-11-05,Grocery,1,4,210.67,34.07
2024-11-05,Home,7,27,5671.14,1612.08
2024-11-05,Sports,5,14,4813.14,1698.46
2024-11-06,Apparel,2,7,3063.25,1453.7600000000002
2024-11-06,Electronics,3,10,1975.07,640.1199999999999
2024-11-06,Grocery,1,5,1950.68,933.08
2024-11-06,Home,3,8,1470.85,293.01
2024-11-06,Sports,4,13,3509.96,1126.99
2024-11-07,Apparel,3,7,1573.1100000000001,457.24
2024-11-07,Electronics,1,2,502.55,222.45
2024-11-07,Grocery,1,2,122.84,52.98
2024-11-07,Home,3,7,2137.65,787.44
2024-11-07,Sports,2,8,4149.54,1867.82
2024-11-08,Apparel,2,5,2009.57,702.05
2024-11-08,Electronics,5,13,2005.21,864.5
2024-11-08,Grocery,7,23,9385.380000000001,3826.48
2024-11-08,Home,1,1,488.55,138.47
2024-11-08,Sports,5,19,7913.5,3536.63
2024-11-09,Apparel,2,5,564.88,97.88
2024-11-09,Electronics,5,12,3930.7799999999997,1320.74
2024-11-09,Grocery,1,2,821.34,414.3
2024-11-09,Home,3,6,2886.4,1473.78
2024-11-09,Sports,1,5,1636.25,333.05
2024-11-10,Apparel,2,3,884.8799999999999,344.17
2024-11-10,Electronics,3,12,2959.37,1191.28
2024-11-10,Grocery,2,4,159.17000000000002,79.78999999999999
2024-11-10,Home,2,7,4506.87,2419.52
2024-11-10,Sports,1,2,1054.08,320.94
2024-11-11,Apparel,3,11,4635.35,1542.02
2024-11-11,Electronics,4,13,6810.259999999999,2308.55
2024-11-11,Grocery,3,9,5492.93,2730.83
2024-11-11,Home,4,9,2348.77,1001.3000000000001
2024-11-11,Sports,2,7,3622.44,1273.11
2024-11-12,Apparel,3,7,3805.45,1471.42
2024-11-12,Electronics,2,6,3449.0699999999997,1812.0
2024-11-12,Grocery,2,6,2034.3,868.6
2024-11-12,Home,2,4,1576.76,729.1899999999999
2024-11-12,Sports,3,8,3924.7599999999998,1655.46
2024-11-13,Apparel,2,8,1964.8799999999999,880.69
2024-11-13,Electronics,4,13,3716.4399999999996,1159.05
2024-11-13,Grocery,6,17,3416.79,1138.49
2024-11-13,Home,3,5,1221.67,258.0
2024-11-13,Sports,5,15,5527.93,2335.07
2024-11-14,Apparel,3,9,1057.01,335.92
2024-11-14,Electronics,3,10,4276.93,2081.2599999999998
2024-11-14,Grocery,1,2,821.34,414.3
2024-11-14,Home,2,10,2712.49,1082.59
2024-11-14,Sports,3,10,3691.5199999999995,1439.46
2024-11-15,Apparel,2,4,951.76,388.78
2024-11-15,Electronics,1,3,207.57,29.76
2024-11-15,Grocery,3,6,2992.42,1485.36
2024-11-15,Home,3,5,759.25,280.6
2024-11-15,Sports,4,18,7891.14,2724.99
2024-11-16,Apparel,4,7,2340.87,553.07
2024-11-16,Electronics,1,2,232.62,42.4
2024-11-16,Grocery,2,4,1585.5700000000002,502.59
2024-11-16,Home,6,21,4810.34,1490.6100000000001
2024-11-16,Sports,4,13,5618.04,2199.37
2024-11-17,Apparel,3,8,4091.0,1541.31
2024-11-17,Grocery,3,8,2027.65,611.23
2024-11-17,Home,5,17,2629.39,745.96
2024-11-18,Apparel,1,1,491.81,204.49
2024-11-18,Electronics,2,5,2095.09,984.56
2024-11-18,Grocery,3,6,1400.0800000000002,690.21
2024-11-18,Home,2,3,692.95,96.92999999999999
2024-11-18,Sports,6,12,4252.85,1127.89
2024-11-19,Apparel,4,18,6929.94,3141.66
2024-11-19,Electronics,4,11,1954.51,679.43
2024-11-19,Grocery,1,1,455.65,187.06
2024-11-19,Home,1,5,532.62,276.37
2024-11-19,Sports,4,10,3794.48,1613.36
2024-11-20,Apparel,2,7,3245.74,1439.42
2024-11-20,Electronics,4,14,4097.35,1484.48
2024-11-20,Grocery,1,1,678.93,378.98
2024-11-20,Home,6,12,3440.4,940.39
2024-11-20,Sports,4,12,5559.36,2207.83
2024-11-21,Apparel,3,8,1885.23,740.7
2024-11-21,Electronics,2,9,4030.4,1384.45
2024-11-21,Grocery,6,9,1165.46,481.41999999999996
2024-11-21,Home,3,9,3556.46,1620.64
2024-11-21,Sports,3,10,4006.5,2245.59
2024-11-22,Apparel,1,4,406.36,96.72
2024-11-22,Electronics,7,23,5411.08,2214.66
2024-11-22,Home,2,8,2690.58,683.69
2024-11-22,Sports,1,4,2761.84,1206.68
2024-11-23,Apparel,1,1,169.37,61.11
2024-11-23,Electronics,2,2,645.78,204.17
2024-11-23,Grocery,3,6,3043.13,1553.42
2024-11-23,Home,1,1,517.21,252.76
2024-11-23,Sports,2,7,2812.35,1323.31
2024-11-24,Apparel,1,5,1636.4,888.25
2024-11-24,Electronics,3,8,1858.3,667.4300000000001
2024-11-24,Grocery,2,7,1359.3400000000001,678.36
2024-11-24,Home,2,8,3920.76,1709.56
2024-11-24,Sports,3,9,2921.6800000000003,897.23
2024-11-25,Apparel,3,9,1381.6999999999998,676.72
2024-11-25,Electronics,8,29,9829.6,4171.25
2024-11-25,Grocery,2,4,1981.67,852.1500000000001
2024-11-25,Home,3,11,2701.99,1029.16
2024-11-25,Sports,2,4,750.76,411.72
2024-11-26,Apparel,1,4,691.68,235.72
2024-11-26,Electronics,3,8,1361.01,542.34
2024-11-26,Grocery,4,10,3166.27,1052.3400000000001
2024-11-26,Home,4,18,4838.75,860.55
2024-11-26,Sports,2,6,2752.36,1324.8999999999999
2024-11-27,Apparel,1,3,78.06,44.82
2024-11-27,Electronics,1,3,1523.4,399.75
2024-11-27,Home,2,10,3094.73,692.03
2024-11-27,Sports,2,4,1379.92,594.0799999999999
2024-11-28,Apparel,3,8,2486.77,646.11
2024-11-28,Electronics,3,9,3849.75,1895.69
2024-11-28,Home,1,5,2436.75,995.0
2024-11-28,Sports,3,13,8111.93,3338.25
2024-11-29,Apparel,1,2,49.44,27.28
2024-11-29,Electronics,4,13,3477.36,1692.8500000000001
2024-11-29,Grocery,3,8,3355.33,1421.7
2024-11-29,Home,1,5,595.85,44.1
2024-11-29,Sports,1,2,703.64,324.64
2024-11-30,Apparel,2,3,699.0899999999999,218.26
2024-11-30,Electronics,1,2,813.56,387.06
2024-11-30,Grocery,4,12,2633.02,1184.45
2024-11-30,Home,3,9,683.51,263.56
2024-11-30,Sports,1,3,26.83,12.04
2024-12-01,Apparel,3,9,2353.19,907.8399999999999
2024-12-01,Electronics,2,8,1687.3700000000001,474.05
2024-12-01,Grocery,4,9,2789.62,1099.1799999999998
2024-12-01,Home,1,4,1959.95,902.15
2024-12-01,Sports,2,5,2104.54,624.8399999999999
2024-12-02,Apparel,2,3,751.96,119.46000000000001
2024-12-02,Electronics,4,12,3554.88,1221.6
2024-12-02,Grocery,3,14,4624.450000000001,1776.97
2024-12-02,Home,4,14,2375.8,870.62
2024-12-02,Sports,5,17,5460.13,2665.3199999999997
2024-12-03,Apparel,2,9,5429.5599999999995,2404.2
2024-12-03,Electronics,3,6,3671.25,1736.53
2024-12-03,Grocery,3,9,2079.09,883.11
2024-12-03,Home,2,8,2605.17,723.07
2024-12-03,Sports,2,7,3274.29,1218.63
2024-12-04,Apparel,2,5,2281.51,545.84
2024-12-04,Electronics,2,4,2055.66,1021.08
2024-12-04,Grocery,2,5,1497.0300000000002,732.73
2024-12-04,Home,4,11,5022.169999999999,1828.68
2024-12-04,Sports,2,9,4499.5,1512.99
2024-12-05,Apparel,2,4,332.48,146.04
2024-12-05,Electronics,2,5,1197.3799999999999,524.61
2024-12-05,Grocery,5,15,3939.15,1661.8600000000001
2024-12-05,Sports,4,9,3833.51,1954.48
2024-12-06,Apparel,5,18,7417.64,2953.0499999999997
2024-12-06,Electronics,7,22,8741.9,3928.58
2024-12-06,Grocery,1,5,2278.25,935.3
2024-12-06,Home,2,3,403.45,98.58000000000001
