transaction_date,store_id,store_name,region,store_type,transactions,units_sold,gross_revenue,net_revenue,discount_total,cogs,gross_profit,avg_order_value,gross_margin_pct
2024-06-22,STR014,San Francisco Mall #14,Southwest,outlet,1,3,1066.23,1066.23,0.0,627.69,438.54,1066.23,41.13
2024-06-22,STR015,Austin Mall #15,West,express,1,3,1247.31,1247.31,0.0,841.44,405.87,1247.31,32.54
2024-06-22,STR016,Nashville Downtown #16,Northeast,online,1,2,532.6,532.6,0.0,251.02,281.58,532.6,52.87
2024-06-22,STR017,Charlotte Mall #17,Southeast,flagship,3,9,2380.51,2380.51,0.0,1183.55,1196.96,793.5,50.28
2024-06-22,STR018,Minneapolis Mall #18,Midwest,outlet,1,4,1748.32,1748.32,0.0,1480.28,268.04,1748.32,15.33
2024-06-22,STR023,Kansas City Mall #23,Midwest,express,1,3,2696.94,2696.94,0.0,1190.91,1506.03,2696.94,55.84
2024-06-23,STR001,New York Downtown #1,Northeast,flagship,2,5,790.04,735.49,54.55,397.28,338.21,367.74,45.98
2024-06-23,STR003,Atlanta Mall #3,Midwest,express,2,7,1011.8399999999999,1011.8399999999999,0.0,702.08,309.76,505.92,30.61
2024-06-23,STR004,Miami Downtown #4,Southwest,online,2,6,815.41,803.7199999999999,11.69,592.3,211.42000000000002,401.86,26.31
2024-06-23,STR006,Detroit Mall #6,Northeast,outlet,1,2,165.02,165.02,0.0,79.2,85.82,165.02,52.01
2024-06-23,STR007,Dallas Downtown #7,Southeast,express,1,2,345.84,345.84,0.0,227.98,117.86,345.84,34.08
2024-06-23,STR009,Phoenix Mall #9,Southwest,flagship,2,8,2437.4,2290.13,147.26999999999998,1459.82,830.3100000000001,1145.06,36.26
2024-06-23,STR010,Denver Downtown #10,West,outlet,1,4,3595.92,3595.92,0.0,1587.88,2008.04,3595.92,55.84
2024-06-23,STR011,Los Angeles Mall #11,Northeast,express,2,6,1596.84,1596.84,0.0,1327.2199999999998,269.62,798.42,16.88
2024-06-23,STR013,Portland Downtown #13,Midwest,flagship,2,9,4193.99,4193.99,0.0,2428.91,1765.08,2097.0,42.09
2024-06-23,STR014,San Francisco Mall #14,Southwest,outlet,1,3,748.02,710.62,37.4,527.43,183.19,710.62,25.78
2024-06-23,STR019,Philadelphia Downtown #19,Southwest,express,1,2,911.3,911.3,0.0,537.18,374.12,911.3,41.05
2024-06-23,STR023,Kansas City Mall #23,Midwest,express,1,1,648.85,648.85,0.0,298.91,349.94,648.85,53.93
2024-06-24,STR004,Miami Downtown #4,Southwest,online,2,6,3414.5600000000004,3414.5600000000004,0.0,2007.8,1406.76,1707.28,41.2
2024-06-24,STR005,Chicago Mall #5,West,flagship,1,4,2572.6,2315.34,257.26,1430.36,884.98,2315.34,38.22
2024-06-24,STR007,Dallas Downtown #7,Southeast,express,1,2,974.7,974.7,0.0,576.7,398.0,974.7,40.83
2024-06-24,STR008,Houston Mall #8,Midwest,online,1,1,437.08,415.23,21.85,370.07,45.16,415.23,10.88
2024-06-24,STR012,Seattle Mall #12,Southeast,online,1,1,554.1,554.1,0.0,239.22,314.88,554.1,56.83
2024-06-24,STR015,Austin Mall #15,West,express,1,2,494.2,494.2,0.0,212.92,281.28,494.2,56.92
2024-06-24,STR016,Nashville Downtown #16,Northeast,online,1,1,101.59,86.35,15.24,77.41,8.94,86.35,10.35
2024-06-24,STR020,San Diego Mall #20,West,online,2,9,3726.83,3726.83,0.0,2065.57,1661.2600000000002,1863.42,44.58
2024-06-24,STR021,Las Vegas Mall #21,Northeast,flagship,1,1,140.2,126.18,14.02,110.35,15.83,126.18,12.55
2024-06-24,STR023,Kansas City Mall #23,Midwest,express,1,1,577.08,577.08,0.0,381.25,195.83,577.08,33.93
2024-06-25,STR003,Atlanta Mall #3,Midwest,express,1,1,527.04,421.63,105.41,366.57,55.06,421.63,13.06
2024-06-25,STR007,Dallas Downtown #7,Southeast,express,2,6,747.2,711.69,35.51,494.14,217.55,355.84,30.57
2024-06-25,STR008,Houston Mall #8,Midwest,online,2,5,1865.29,1865.29,0.0,1295.95,569.3399999999999,932.64,30.52
2024-06-25,STR009,Phoenix Mall #9,Southwest,flagship,1,2,707.7,707.7,0.0,543.42,164.28,707.7,23.21
2024-06-25,STR012,Seattle Mall #12,Southeast,online,1,4,377.88,377.88,0.0,190.32,187.56,377.88,49.63
2024-06-25,STR017,Charlotte Mall #17,Southeast,flagship,1,5,2977.95,2680.15,297.8,1532.35,1147.8,2680.15,42.83
2024-06-25,STR018,Minneapolis Mall #18,Midwest,outlet,1,2,278.62,278.62,0.0,146.7,131.92,278.62,47.35
2024-06-25,STR021,Las Vegas Mall #21,Northeast,flagship,1,4,245.68,233.4,12.28,139.72,93.68,233.4,40.14
2024-06-25,STR023,Kansas City Mall #23,Midwest,express,1,4,2382.36,2382.36,0.0,1225.88,1156.48,2382.36,48.54
2024-06-26,STR001,New York Downtown #1,Northeast,flagship,2,4,1420.33,1420.33,0.0,976.23,444.1,710.16,31.27
2024-06-26,STR002,Boston Mall #2,Southeast,outlet,1,3,207.57,207.57,0.0,177.81,29.76,207.57,14.34
2024-06-26,STR003,Atlanta Mall #3,Midwest,express,1,4,310.72,295.18,15.54,151.36,143.82,295.18,48.72
2024-06-26,STR004,Miami Downtown #4,Southwest,online,2,5,1791.88,1791.88,0.0,1192.19,599.6899999999999,895.94,33.47
2024-06-26,STR005,Chicago Mall #5,West,flagship,1,4,397.48,397.48,0.0,181.76,215.72,397.48,54.27
2024-06-26,STR006,Detroit Mall #6,Northeast,outlet,1,5,3291.65,3291.65,0.0,1610.2,1681.45,3291.65,51.08
2024-06-26,STR007,Dallas Downtown #7,Southeast,express,1,5,1350.85,1350.85,0.0,638.7,712.15,1350.85,52.72
2024-06-26,STR008,Houston Mall #8,Midwest,online,1,1,136.37,136.37,0.0,59.26,77.11,136.37,56.54
2024-06-26,STR010,Denver Downtown #10,West,outlet,1,3,912.81,912.81,0.0,620.97,291.84,912.81,31.97
2024-06-26,STR011,Los Angeles Mall #11,Northeast,express,1,3,1094.58,1094.58,0.0,493.77,600.81,1094.58,54.89
2024-06-26,STR012,Seattle Mall #12,Southeast,online,1,1,527.04,500.69,26.35,366.57,134.12,500.69,26.79
2024-06-26,STR014,San Francisco Mall #14,Southwest,outlet,1,5,1222.8,1222.8,0.0,801.2,421.6,1222.8,34.48
2024-06-26,STR016,Nashville Downtown #16,Northeast,online,1,3,241.98,241.98,0.0,172.86,69.12,241.98,28.56
2024-06-26,STR017,Charlotte Mall #17,Southeast,flagship,1,4,1306.12,1306.12,0.0,933.12,373.0,1306.12,28.56
2024-06-26,STR023,Kansas City Mall #23,Midwest,express,2,8,4360.74,4162.34,198.4,2835.43,1326.9099999999999,2081.17,31.88
2024-06-27,STR002,Boston Mall #2,Southeast,outlet,1,2,1001.1,1001.1,0.0,647.36,353.74,1001.1,35.34
2024-06-27,STR003,Atlanta Mall #3,Midwest,express,1,5,292.6,263.34,29.26,220.75,42.59,263.34,16.17
2024-06-27,STR005,Chicago Mall #5,West,flagship,1,3,143.55,136.37,7.18,110.64,25.73,136.37,18.87
2024-06-27,STR007,Dallas Downtown #7,Southeast,express,1,4,2715.72,2715.72,0.0,1199.8,1515.92,2715.72,55.82
2024-06-27,STR009,Phoenix Mall #9,Southwest,flagship,2,8,1251.06,1251.06,0.0,686.22,564.8399999999999,625.53,45.15
2024-06-27,STR011,Los Angeles Mall #11,Northeast,express,2,7,2907.54,2792.59,114.95,2009.63,782.96,1396.3,28.04
2024-06-27,STR013,Portland Downtown #13,Midwest,flagship,3,4,774.71,754.0699999999999,20.64,421.08000000000004,332.99,251.36,44.16
2024-06-27,STR014,San Francisco Mall #14,Southwest,outlet,1,2,252.98,252.98,0.0,165.08,87.9,252.98,34.75
2024-06-27,STR015,Austin Mall #15,West,express,1,3,1215.39,1215.39,0.0,758.55,456.84,1215.39,37.59
2024-06-27,STR017,Charlotte Mall #17,Southeast,flagship,1,4,1960.32,1960.32,0.0,1061.76,898.56,1960.32,45.84
2024-06-27,STR020,San Diego Mall #20,West,online,1,1,398.02,398.02,0.0,168.81,229.21,398.02,57.59
2024-06-28,STR004,Miami Downtown #4,Southwest,online,1,2,709.82,603.35,106.47,327.48,275.87,603.35,45.72
2024-06-28,STR008,Houston Mall #8,Midwest,online,1,3,1287.21,1287.21,0.0,796.02,491.19,1287.21,38.16
2024-06-28,STR009,Phoenix Mall #9,Southwest,flagship,3,8,4904.84,4823.09,81.75,2311.98,2511.1099999999997,1607.7,52.06
2024-06-28,STR011,Los Angeles Mall #11,Northeast,express,2,10,3694.55,3632.7700000000004,61.78,1968.8999999999999,1663.87,1816.39,45.8
2024-06-28,STR013,Portland Downtown #13,Midwest,flagship,1,1,136.37,136.37,0.0,59.26,77.11,136.37,56.54
2024-06-28,STR014,San Francisco Mall #14,Southwest,outlet,3,9,3000.29,3000.29,0.0,1306.03,1694.26,1000.1,56.47
2024-06-28,STR017,Charlotte Mall #17,Southeast,flagship,1,2,1380.92,1242.83,138.09,777.58,465.25,1242.83,37.43
2024-06-28,STR020,San Diego Mall #20,West,online,1,5,2299.0,2299.0,0.0,1595.65,703.35,2299.0,30.59
2024-06-29,STR001,New York Downtown #1,Northeast,flagship,3,8,3013.46,3013.46,0.0,1947.5,1065.96,1004.49,35.37
2024-06-29,STR003,Atlanta Mall #3,Midwest,express,1,4,1960.32,1960.32,0.0,1061.76,898.56,1960.32,45.84
2024-06-29,STR005,Chicago Mall #5,West,flagship,1,4,560.8,560.8,0.0,441.4,119.4,560.8,21.29
2024-06-29,STR006,Detroit Mall #6,Northeast,outlet,1,1,146.15,146.15,0.0,122.97,23.18,146.15,15.86
2024-06-29,STR007,Dallas Downtown #7,Southeast,express,1,1,94.47,94.47,0.0,47.58,46.89,94.47,49.63
2024-06-29,STR009,Phoenix Mall #9,Southwest,flagship,2,3,1653.13,1653.13,0.0,926.0,727.13,826.56,43.99
2024-06-29,STR010,Denver Downtown #10,West,outlet,2,6,3685.69,3685.69,0.0,1952.29,1733.4,1842.84,47.03
2024-06-29,STR011,Los Angeles Mall #11,Northeast,express,2,6,2564.17,2558.03,6.14,1653.3300000000002,904.7,1279.02,35.37
2024-06-29,STR013,Portland Downtown #13,Midwest,flagship,1,2,729.72,729.72,0.0,329.18,400.54,729.72,54.89
2024-06-29,STR016,Nashville Downtown #16,Northeast,online,1,4,377.88,377.88,0.0,190.32,187.56,377.88,49.63
2024-06-29,STR017,Charlotte Mall #17,Southeast,flagship,1,2,67.32,67.32,0.0,39.74,27.58,67.32,40.97
2024-06-30,STR004,Miami Downtown #4,Southwest,online,2,6,982.5,982.5,0.0,781.3399999999999,201.16,491.25,20.47
2024-06-30,STR006,Detroit Mall #6,Northeast,outlet,1,4,1592.08,1592.08,0.0,675.24,916.84,1592.08,57.59
2024-06-30,STR012,Seattle Mall #12,Southeast,online,1,3,1462.05,1462.05,0.0,865.05,597.0,1462.05,40.83
2024-06-30,STR014,San Francisco Mall #14,Southwest,outlet,1,5,1006.65,1006.65,0.0,837.45,169.2,1006.65,16.81
2024-06-30,STR015,Austin Mall #15,West,express,1,3,1094.58,1094.58,0.0,493.77,600.81,1094.58,54.89
2024-06-30,STR016,Nashville Downtown #16,Northeast,online,1,5,1684.9,1432.16,252.74,857.5,574.66,1432.16,40.13
2024-06-30,STR020,San Diego Mall #20,West,online,2,9,2156.17,2088.63,67.54,1308.66,779.97,1044.32,37.34
2024-06-30,STR021,Las Vegas Mall #21,Northeast,flagship,1,2,252.98,252.98,0.0,165.08,87.9,252.98,34.75
2024-07-01,STR001,New York Downtown #1,Northeast,flagship,1,2,919.6,919.6,0.0,638.26,281.34,919.6,30.59
2024-07-01,STR006,Detroit Mall #6,Northeast,outlet,1,1,410.67,410.67,0.0,203.52,207.15,410.67,50.44
2024-07-01,STR009,Phoenix Mall #9,Southwest,flagship,2,9,3950.3199999999997,3835.37,114.95,2371.4900000000002,1463.88,1917.68,38.17
2024-07-01,STR010,Denver Downtown #10,West,outlet,1,3,436.53,436.53,0.0,301.92,134.61,436.53,30.84
2024-07-01,STR013,Portland Downtown #13,Midwest,flagship,1,2,608.54,608.54,0.0,413.98,194.56,608.54,31.97
2024-07-01,STR015,Austin Mall #15,West,express,1,5,1350.85,1350.85,0.0,638.7,712.15,1350.85,52.72
2024-07-01,STR016,Nashville Downtown #16,Northeast,online,1,1,577.08,519.37,57.71,381.25,138.12,519.37,26.59
2024-07-01,STR017,Charlotte Mall #17,Southeast,flagship,1,3,912.81,912.81,0.0,620.97,291.84,912.81,31.97
2024-07-01,STR018,Minneapolis Mall #18,Midwest,outlet,1,2,1153.18,1153.18,0.0,764.68,388.5,1153.18,33.69
2024-07-01,STR020,San Diego Mall #20,West,online,2,6,2909.81,2909.81,0.0,1269.4499999999998,1640.3600000000001,1454.9,56.37
2024-07-01,STR021,Las Vegas Mall #21,Northeast,flagship,1,3,1374.57,1305.84,68.73,591.9,713.94,1305.84,54.67
2024-07-02,STR001,New York Downtown #1,Northeast,flagship,1,3,1194.06,1194.06,0.0,506.43,687.63,1194.06,57.59
2024-07-02,STR002,Boston Mall #2,Southeast,outlet,1,5,3106.15,3106.15,0.0,1806.2,1299.95,3106.15,41.85
2024-07-02,STR004,Miami Downtown #4,Southwest,online,1,3,1379.4,1241.46,137.94,957.39,284.07,1241.46,22.88
2024-07-02,STR007,Dallas Downtown #7,Southeast,express,1,3,508.11,508.11,0.0,324.78,183.33,508.11,36.08
2024-07-02,STR008,Houston Mall #8,Midwest,online,1,3,1501.65,1276.4,225.25,971.04,305.36,1276.4,23.92
2024-07-02,STR009,Phoenix Mall #9,Southwest,flagship,3,8,2763.71,2763.71,0.0,1951.54,812.17,921.24,29.39
2024-07-02,STR013,Portland Downtown #13,Midwest,flagship,2,6,2672.12,2672.12,0.0,1726.66,945.46,1336.06,35.38
2024-07-02,STR014,San Francisco Mall #14,Southwest,outlet,1,1,353.85,336.16,17.69,271.71,64.45,336.16,19.17
2024-07-02,STR015,Austin Mall #15,West,express,1,3,1166.13,1166.13,0.0,589.38,576.75,1166.13,49.46
2024-07-03,STR003,Atlanta Mall #3,Midwest,express,1,3,822.9,822.9,0.0,573.99,248.91,822.9,30.25
2024-07-03,STR005,Chicago Mall #5,West,flagship,1,2,255.24,255.24,0.0,195.82,59.42,255.24,23.28
2024-07-03,STR007,Dallas Downtown #7,Southeast,express,2,6,1848.96,1821.96,27.0,1445.3999999999999,376.56,910.98,20.67
2024-07-03,STR010,Denver Downtown #10,West,outlet,1,2,1380.92,1380.92,0.0,777.58,603.34,1380.92,43.69
2024-07-03,STR012,Seattle Mall #12,Southeast,online,1,5,1684.9,1684.9,0.0,857.5,827.4,1684.9,49.11
2024-07-03,STR014,San Francisco Mall #14,Southwest,outlet,1,1,364.86,364.86,0.0,164.59,200.27,364.86,54.89
2024-07-03,STR015,Austin Mall #15,West,express,2,7,999.31,924.78,74.53,698.38,226.39999999999998,462.39,24.48
2024-07-03,STR016,Nashville Downtown #16,Northeast,online,2,5,2611.81,2288.39,323.42,1519.51,768.8800000000001,1144.2,33.6
2024-07-03,STR020,San Diego Mall #20,West,online,2,2,163.33999999999997,142.31,21.03,120.94999999999999,21.36,71.16,15.01
2024-07-04,STR001,New York Downtown #1,Northeast,flagship,1,4,988.4,988.4,0.0,425.84,562.56,988.4,56.92
2024-07-04,STR002,Boston Mall #2,Southeast,outlet,1,2,252.98,252.98,0.0,165.08,87.9,252.98,34.75
2024-07-04,STR004,Miami Downtown #4,Southwest,online,2,4,1272.46,1194.22,78.24,776.8199999999999,417.4,597.11,34.95
2024-07-04,STR005,Chicago Mall #5,West,flagship,1,4,1627.12,1627.12,0.0,853.0,774.12,1627.12,47.58
2024-07-04,STR006,Detroit Mall #6,Northeast,outlet,2,9,2146.15,2146.15,0.0,1701.69,444.46000000000004,1073.08,20.71
2024-07-04,STR007,Dallas Downtown #7,Southeast,express,1,2,1389.24,1389.24,0.0,740.4,648.84,1389.24,46.7
2024-07-04,STR010,Denver Downtown #10,West,outlet,2,6,2222.52,2210.14,12.38,1084.92,1125.22,1105.07,50.91
2024-07-04,STR013,Portland Downtown #13,Midwest,flagship,1,1,410.67,410.67,0.0,203.52,207.15,410.67,50.44
2024-07-04,STR015,Austin Mall #15,West,express,1,4,2572.6,2572.6,0.0,1430.36,1142.24,2572.6,44.4
2024-07-04,STR017,Charlotte Mall #17,Southeast,flagship,2,6,865.2,818.4300000000001,46.77,415.26,403.16999999999996,409.22,49.26
2024-07-04,STR019,Philadelphia Downtown #19,Southwest,express,2,8,1014.3199999999999,1014.3199999999999,0.0,686.4399999999999,327.88,507.16,32.33
2024-07-04,STR021,Las Vegas Mall #21,Northeast,flagship,1,5,1255.85,1255.85,0.0,929.15,326.7,1255.85,26.01
2024-07-05,STR001,New York Downtown #1,Northeast,flagship,2,10,3987.85,3987.85,0.0,2898.4,1089.45,1993.92,27.32
2024-07-05,STR002,Boston Mall #2,Southeast,outlet,1,4,1275.16,1275.16,0.0,930.12,345.04,1275.16,27.06
2024-07-05,STR006,Detroit Mall #6,Northeast,outlet,3,7,3607.7799999999997,3384.14,223.64,2521.7,862.44,1128.05,25.48
2024-07-05,STR007,Dallas Downtown #7,Southeast,express,1,4,1554.84,1554.84,0.0,785.84,769.0,1554.84,49.46
2024-07-05,STR009,Phoenix Mall #9,Southwest,flagship,1,5,3215.75,3215.75,0.0,1787.95,1427.8,3215.75,44.4
2024-07-05,STR010,Denver Downtown #10,West,outlet,1,3,703.83,668.64,35.19,460.95,207.69,668.64,31.06
2024-07-05,STR011,Los Angeles Mall #11,Northeast,express,1,3,2025.81,2025.81,0.0,1000.23,1025.58,2025.81,50.63
2024-07-05,STR014,San Francisco Mall #14,Southwest,outlet,1,1,898.98,764.13,134.85,396.97,367.16,764.13,48.05
2024-07-05,STR018,Minneapolis Mall #18,Midwest,outlet,1,4,2645.32,2645.32,0.0,1389.44,1255.88,2645.32,47.48
2024-07-05,STR022,Orlando Downtown #22,Southeast,outlet,2,4,1787.21,1787.21,0.0,1286.12,501.09000000000003,893.6,28.04
2024-07-06,STR002,Boston Mall #2,Southeast,outlet,3,7,3386.52,3386.52,0.0,2065.63,1320.8899999999999,1128.84,39.0
2024-07-06,STR005,Chicago Mall #5,West,flagship,2,5,1708.42,1526.29,182.13,1021.5699999999999,504.71999999999997,763.14,33.07
2024-07-06,STR006,Detroit Mall #6,Northeast,outlet,1,2,469.22,469.22,0.0,307.3,161.92,469.22,34.51
2024-07-06,STR007,Dallas Downtown #7,Southeast,express,1,5,3291.65,3291.65,0.0,1610.2,1681.45,3291.65,51.08
2024-07-06,STR011,Los Angeles Mall #11,Northeast,express,1,5,1777.05,1777.05,0.0,1046.15,730.9,1777.05,41.13
2024-07-06,STR012,Seattle Mall #12,Southeast,online,1,2,637.58,605.7,31.88,465.06,140.64,605.7,23.22
2024-07-06,STR014,San Francisco Mall #14,Southwest,outlet,1,1,648.85,648.85,0.0,298.91,349.94,648.85,53.93
2024-07-06,STR016,Nashville Downtown #16,Northeast,online,1,3,1426.05,1283.45,142.6,1076.01,207.44,1283.45,16.16
2024-07-06,STR017,Charlotte Mall #17,Southeast,flagship,1,1,490.08,490.08,0.0,265.44,224.64,490.08,45.84
2024-07-06,STR019,Philadelphia Downtown #19,Southwest,express,1,4,406.36,365.72,40.64,309.64,56.08,365.72,15.33
2024-07-06,STR021,Las Vegas Mall #21,Northeast,flagship,1,2,161.34,161.34,0.0,136.92,24.42,161.34,15.14
2024-07-07,STR003,Atlanta Mall #3,Midwest,express,2,9,4264.19,3817.5,446.69,2475.87,1341.63,1908.75,35.14
2024-07-07,STR005,Chicago Mall #5,West,flagship,1,2,245.6,245.6,0.0,186.8,58.8,245.6,23.94
2024-07-07,STR011,Los Angeles Mall #11,Northeast,express,1,3,1094.58,1094.58,0.0,493.77,600.81,1094.58,54.89
2024-07-07,STR012,Seattle Mall #12,Southeast,online,1,1,146.15,146.15,0.0,122.97,23.18,146.15,15.86
2024-07-07,STR016,Nashville Downtown #16,Northeast,online,2,7,1445.5,1422.6599999999999,22.84,1006.52,416.14,711.33,29.25
2024-07-07,STR017,Charlotte Mall #17,Southeast,flagship,2,6,1088.76,1088.76,0.0,634.47,454.29,544.38,41.73
2024-07-08,STR003,Atlanta Mall #3,Midwest,express,1,3,1426.05,1426.05,0.0,1076.01,350.04,1426.05,24.55
2024-07-08,STR006,Detroit Mall #6,Northeast,outlet,1,1,304.27,289.06,15.21,206.99,82.07,289.06,28.39
2024-07-08,STR010,Denver Downtown #10,West,outlet,2,4,1528.1399999999999,1436.8600000000001,91.28,1052.24,384.62,718.43,26.77
2024-07-08,STR012,Seattle Mall #12,Southeast,online,1,1,351.82,351.82,0.0,189.5,162.32,351.82,46.14
2024-07-08,STR013,Portland Downtown #13,Midwest,flagship,1,4,1627.12,1627.12,0.0,853.0,774.12,1627.12,47.58
2024-07-08,STR014,San Francisco Mall #14,Southwest,outlet,1,2,608.54,608.54,0.0,413.98,194.56,608.54,31.97
2024-07-08,STR015,Austin Mall #15,West,express,1,5,2695.2,2695.2,0.0,1563.65,1131.55,2695.2,41.98
2024-07-08,STR016,Nashville Downtown #16,Northeast,online,2,6,1089.8400000000001,1089.8400000000001,0.0,544.42,545.42,544.92,50.05
2024-07-08,STR019,Philadelphia Downtown #19,Southwest,express,1,1,351.82,351.82,0.0,189.5,162.32,351.82,46.14
2024-07-08,STR020,San Diego Mall #20,West,online,2,4,729.36,729.36,0.0,493.73,235.63,364.68,32.31
2024-07-08,STR021,Las Vegas Mall #21,Northeast,flagship,1,5,4494.9,4494.9,0.0,1984.85,2510.05,4494.9,55.84
2024-07-09,STR001,New York Downtown #1,Northeast,flagship,1,2,1153.18,1153.18,0.0,764.68,388.5,1153.18,33.69
2024-07-09,STR003,Atlanta Mall #3,Midwest,express,2,5,1490.22,1490.22,0.0,800.01,690.21,745.11,46.32
2024-07-09,STR005,Chicago Mall #5,West,flagship,2,5,2930.1800000000003,2930.1800000000003,0.0,1895.17,1035.01,1465.09,35.32
2024-07-09,STR006,Detroit Mall #6,Northeast,outlet,1,2,338.74,338.74,0.0,216.52,122.22,338.74,36.08
2024-07-09,STR009,Phoenix Mall #9,Southwest,flagship,3,7,2421.79,2421.79,0.0,1535.27,886.5199999999999,807.26,36.61
2024-07-09,STR010,Denver Downtown #10,West,outlet,2,7,2906.79,2906.79,0.0,1423.9299999999998,1482.86,1453.4,51.01
2024-07-09,STR014,San Francisco Mall #14,Southwest,outlet,1,3,603.99,603.99,0.0,502.47,101.52,603.99,16.81
2024-07-09,STR020,San Diego Mall #20,West,online,2,10,2402.55,2402.55,0.0,1490.05,912.5,1201.28,37.98
2024-07-09,STR023,Kansas City Mall #23,Midwest,express,1,4,2411.12,2411.12,0.0,1548.28,862.84,2411.12,35.79
2024-07-10,STR006,Detroit Mall #6,Northeast,outlet,2,9,1902.33,1902.33,0.0,1306.3200000000002,596.01,951.16,31.33
2024-07-10,STR007,Dallas Downtown #7,Southeast,express,1,4,551.0,551.0,0.0,317.88,233.12,551.0,42.31
2024-07-10,STR010,Denver Downtown #10,West,outlet,1,4,1309.0,1309.0,0.0,1042.56,266.44,1309.0,20.35
2024-07-10,STR011,Los Angeles Mall #11,Northeast,express,1,4,2031.2,1929.64,101.56,1498.2,431.44,1929.64,22.36
2024-07-10,STR012,Seattle Mall #12,Southeast,online,1,4,510.48,484.96,25.52,391.64,93.32,484.96,19.24
2024-07-10,STR013,Portland Downtown #13,Midwest,flagship,2,4,1012.7,1012.7,0.0,559.52,453.17999999999995,506.35,44.75
2024-07-10,STR016,Nashville Downtown #16,Northeast,online,1,5,2459.05,2459.05,0.0,1436.6,1022.45,2459.05,41.58
2024-07-10,STR021,Las Vegas Mall #21,Northeast,flagship,1,1,268.87,268.87,0.0,166.2,102.67,268.87,38.19
2024-07-10,STR022,Orlando Downtown #22,Southeast,outlet,1,4,1459.44,1386.47,72.97,658.36,728.11,1386.47,52.52
2024-07-10,STR023,Kansas City Mall #23,Midwest,express,1,4,1144.36,1144.36,0.0,890.04,254.32,1144.36,22.22
2024-07-11,STR001,New York Downtown #1,Northeast,flagship,1,1,118.36,112.44,5.92,51.25,61.19,112.44,54.42
2024-07-11,STR004,Miami Downtown #4,Southwest,online,1,4,1286.24,1286.24,0.0,943.52,342.72,1286.24,26.65
2024-07-11,STR010,Denver Downtown #10,West,outlet,1,1,317.96,317.96,0.0,238.58,79.38,317.96,24.97
2024-07-11,STR012,Seattle Mall #12,Southeast,online,1,1,429.07,429.07,0.0,265.34,163.73,429.07,38.16
2024-07-11,STR013,Portland Downtown #13,Midwest,flagship,2,9,3723.45,3430.3199999999997,293.13,2758.87,671.45,1715.16,19.57
2024-07-11,STR014,San Francisco Mall #14,Southwest,outlet,1,5,1999.2,1999.2,0.0,1147.75,851.45,1999.2,42.59
2024-07-11,STR015,Austin Mall #15,West,express,1,1,169.37,135.5,33.87,108.26,27.24,135.5,20.1
2024-07-11,STR017,Charlotte Mall #17,Southeast,flagship,2,7,3080.0699999999997,2805.16,274.91,1630.64,1174.52,1402.58,41.87
2024-07-11,STR018,Minneapolis Mall #18,Midwest,outlet,2,10,3483.5,3471.54,11.96,1678.95,1792.5900000000001,1735.77,51.64
2024-07-11,STR021,Las Vegas Mall #21,Northeast,flagship,1,2,916.38,916.38,0.0,394.6,521.78,916.38,56.94
2024-07-12,STR001,New York Downtown #1,Northeast,flagship,1,5,632.45,632.45,0.0,412.7,219.75,632.45,34.75
2024-07-12,STR002,Boston Mall #2,Southeast,outlet,1,5,1636.4,1472.76,163.64,748.15,724.61,1472.76,49.2
2024-07-12,STR003,Atlanta Mall #3,Midwest,express,2,6,1863.36,1775.3999999999999,87.96,814.0,961.4,887.7,54.15
2024-07-12,STR007,Dallas Downtown #7,Southeast,express,1,1,274.3,274.3,0.0,191.33,82.97,274.3,30.25
2024-07-12,STR009,Phoenix Mall #9,Southwest,flagship,1,3,409.11,409.11,0.0,177.78,231.33,409.11,56.54
2024-07-12,STR010,Denver Downtown #10,West,outlet,1,1,264.5,264.5,0.0,140.05,124.45,264.5,47.05
2024-07-12,STR011,Los Angeles Mall #11,Northeast,express,1,5,3215.75,3054.96,160.79,1787.95,1267.01,3054.96,41.47
2024-07-12,STR012,Seattle Mall #12,Southeast,online,2,4,909.9,871.6099999999999,38.29,660.3,211.31,435.8,24.24
2024-07-12,STR014,San Francisco Mall #14,Southwest,outlet,2,7,3309.33,3309.33,0.0,1961.02,1348.31,1654.66,40.74
2024-07-12,STR016,Nashville Downtown #16,Northeast,online,2,6,2079.79,2071.67,8.12,1308.15,763.52,1035.84,36.86
2024-07-12,STR017,Charlotte Mall #17,Southeast,flagship,2,9,4853.1,4853.1,0.0,3211.87,1641.23,2426.55,33.82
2024-07-12,STR019,Philadelphia Downtown #19,Southwest,express,1,3,175.56,166.78,8.78,132.45,34.33,166.78,20.58
2024-07-12,STR021,Las Vegas Mall #21,Northeast,flagship,1,3,1166.13,1049.52,116.61,589.38,460.14,1049.52,43.84
2024-07-12,STR023,Kansas City Mall #23,Midwest,express,2,6,2364.06,2364.06,0.0,1312.34,1051.72,1182.03,44.49
2024-07-13,STR001,New York Downtown #1,Northeast,flagship,3,7,2312.91,2130.35,182.56,1343.62,786.73,710.12,36.93
2024-07-13,STR005,Chicago Mall #5,West,flagship,1,4,397.48,377.61,19.87,181.76,195.85,377.61,51.87
2024-07-13,STR006,Detroit Mall #6,Northeast,outlet,1,2,703.64,703.64,0.0,379.0,324.64,703.64,46.14
2024-07-13,STR010,Denver Downtown #10,West,outlet,1,2,46.28,46.28,0.0,21.2,25.08,46.28,54.19
