ticket_id,opened_at,resolved_at,sla_due_at,opened_date,status,priority,reason,channel,store_id,store_name,region,customer_id,csat,resolve_hours,age_hours,is_open,sla_breach,sla_status
TKT001031,2024-01-11 18:13:00,2024-01-13 22:23:06,2024-01-14 18:13:00,2024-01-11,resolved,medium,Store experience,chat,STR003,Atlanta Mall #3,Midwest,CUS00119,4.0,52.17,52.17,0,False,within_sla
TKT001032,2024-09-17 19:53:00,2024-09-20 05:31:25,2024-09-20 19:53:00,2024-09-17,resolved,medium,Late delivery,phone,STR003,Atlanta Mall #3,Midwest,CUS00243,5.0,57.64,57.64,0,False,within_sla
TKT001033,2024-07-31 08:42:00,2024-08-01 04:51:08,2024-08-01 08:42:00,2024-07-31,resolved,high,Wrong item,social,STR003,Atlanta Mall #3,Midwest,CUS00017,5.0,20.15,20.15,0,False,within_sla
TKT001034,2024-09-29 11:57:00,2024-09-29 17:34:44,2024-10-06 11:57:00,2024-09-29,resolved,low,Late delivery,phone,STR008,Houston Mall #8,Midwest,CUS00390,3.0,5.63,5.63,0,False,within_sla
TKT001035,2024-11-16 19:50:00,2024-11-17 12:38:35,2024-11-17 19:50:00,2024-11-16,resolved,high,Online order issue,email,STR003,Atlanta Mall #3,Midwest,CUS00486,3.0,16.81,16.81,0,False,within_sla
TKT001036,2024-07-12 20:54:00,2024-07-17 19:09:59,2024-07-19 20:54:00,2024-07-12,resolved,low,Refund request,social,STR003,Atlanta Mall #3,Midwest,CUS00421,5.0,118.27,118.27,0,False,within_sla
TKT001037,2024-10-26 15:34:00,2024-10-27 11:23:13,2024-10-29 15:34:00,2024-10-26,resolved,medium,Wrong item,social,STR005,Chicago Mall #5,West,CUS00162,4.0,19.82,19.82,0,False,within_sla
TKT001038,2024-11-27 14:27:00,2024-11-28 04:28:02,2024-11-28 14:27:00,2024-11-27,resolved,high,Store experience,chat,STR012,Seattle Mall #12,Southeast,CUS00051,4.0,14.02,14.02,0,False,within_sla
TKT001039,2024-10-02 18:40:00,2024-10-05 10:11:21,2024-10-05 18:40:00,2024-10-02,resolved,medium,Online order issue,chat,STR005,Chicago Mall #5,West,CUS00157,4.0,63.52,63.52,0,False,within_sla
TKT001040,2024-09-25 07:07:00,2024-09-27 04:36:00,2024-09-28 07:07:00,2024-09-25,resolved,medium,Wrong item,social,STR015,Austin Mall #15,West,CUS00093,4.0,45.48,45.48,0,False,within_sla
TKT001041,2024-02-20 20:30:00,,2024-02-27 20:30:00,2024-02-20,pending,low,Pricing dispute,in_store,STR010,Denver Downtown #10,West,CUS00494,,,7559.75,1,True,pending_beyond_sla
TKT001042,2024-07-11 08:11:00,2024-07-13 08:56:38,2024-07-12 08:11:00,2024-07-11,resolved,high,Refund request,phone,STR002,Boston Mall #2,Southeast,CUS00307,1.0,48.76,48.76,0,True,beyond_sla
TKT001043,2024-04-11 10:06:00,2024-04-13 21:28:08,2024-04-14 10:06:00,2024-04-11,resolved,medium,Refund request,chat,STR011,Los Angeles Mall #11,Northeast,CUS00104,4.0,59.37,59.37,0,False,within_sla
TKT001044,2024-12-09 12:10:00,2024-12-11 05:52:27,2024-12-10 12:10:00,2024-12-09,resolved,high,Store experience,email,STR002,Boston Mall #2,Southeast,CUS00068,1.0,41.71,41.71,0,True,beyond_sla
TKT001045,2024-09-13 11:08:00,2024-09-14 06:04:18,2024-09-16 11:08:00,2024-09-13,resolved,medium,Staff conduct,phone,STR023,Kansas City Mall #23,Midwest,CUS00072,4.0,18.94,18.94,0,False,within_sla
TKT001046,2024-06-17 12:06:00,2024-06-18 10:45:41,2024-06-18 12:06:00,2024-06-17,resolved,high,Pricing dispute,email,STR012,Seattle Mall #12,Southeast,CUS00473,5.0,22.66,22.66,0,False,within_sla
TKT001047,2024-01-24 09:19:00,2024-01-25 03:54:59,2024-01-25 09:19:00,2024-01-24,resolved,high,Pricing dispute,phone,STR014,San Francisco Mall #14,Southwest,CUS00320,3.0,18.6,18.6,0,False,within_sla
TKT001048,2024-09-23 10:04:00,2024-09-26 13:17:16,2024-09-30 10:04:00,2024-09-23,resolved,low,Pricing dispute,chat,STR012,Seattle Mall #12,Southeast,CUS00357,5.0,75.22,75.22,0,False,within_sla
TKT001049,2024-04-21 07:25:00,2024-04-21 11:11:25,2024-04-21 11:25:00,2024-04-21,resolved,critical,Late delivery,chat,STR008,Houston Mall #8,Midwest,CUS00136,4.0,3.77,3.77,0,False,within_sla
TKT001050,2024-03-22 20:39:00,2024-03-27 04:56:47,2024-03-29 20:39:00,2024-03-22,resolved,low,Product defect,social,STR001,New York Downtown #1,Northeast,CUS00422,3.0,104.3,104.3,0,False,within_sla
TKT001051,2024-05-22 19:44:00,2024-05-30 17:51:55,2024-05-25 19:44:00,2024-05-22,resolved,medium,Online order issue,in_store,STR004,Miami Downtown #4,Southwest,CUS00129,1.0,190.13,190.13,0,True,beyond_sla
TKT001052,2024-11-09 11:21:00,,2024-11-12 11:21:00,2024-11-09,escalated,medium,Wrong item,social,STR023,Kansas City Mall #23,Midwest,CUS00435,,,1256.9,1,True,pending_beyond_sla
TKT001053,2024-07-18 08:34:00,2024-07-18 09:35:37,2024-07-25 08:34:00,2024-07-18,resolved,low,Refund request,email,STR018,Minneapolis Mall #18,Midwest,CUS00164,5.0,1.03,1.03,0,False,within_sla
TKT001054,2024-09-30 09:58:00,,2024-10-03 09:58:00,2024-09-30,pending,medium,Store experience,email,STR008,Houston Mall #8,Midwest,CUS00137,,,2218.28,1,True,pending_beyond_sla
TKT001055,2024-01-01 09:11:00,2024-01-06 03:02:07,2024-01-08 09:11:00,2024-01-01,resolved,low,Refund request,chat,STR021,Las Vegas Mall #21,Northeast,CUS00450,5.0,113.85,113.85,0,False,within_sla
TKT001056,2024-07-21 15:13:00,2024-08-07 12:18:36,2024-07-28 15:13:00,2024-07-21,resolved,low,Pricing dispute,email,STR008,Houston Mall #8,Midwest,CUS00347,2.0,405.09,405.09,0,True,beyond_sla
TKT001057,2024-11-12 07:37:00,2024-11-14 17:55:53,2024-11-19 07:37:00,2024-11-12,resolved,low,Online order issue,social,STR010,Denver Downtown #10,West,CUS00037,5.0,58.31,58.31,0,False,within_sla
TKT001058,2024-12-03 15:49:00,2024-12-04 07:11:27,2024-12-04 15:49:00,2024-12-03,resolved,high,Pricing dispute,phone,STR002,Boston Mall #2,Southeast,CUS00215,5.0,15.37,15.37,0,False,within_sla
TKT001059,2024-07-04 18:56:00,2024-07-08 23:55:29,2024-07-11 18:56:00,2024-07-04,resolved,low,Wrong item,in_store,STR018,Minneapolis Mall #18,Midwest,CUS00305,5.0,100.99,100.99,0,False,within_sla
TKT001060,2024-11-13 11:21:00,2024-11-19 00:25:53,2024-11-20 11:21:00,2024-11-13,resolved,low,Refund request,phone,STR016,Nashville Downtown #16,Northeast,CUS00232,5.0,133.08,133.08,0,False,within_sla
TKT001061,2024-01-19 20:05:00,2024-01-22 11:25:28,2024-01-26 20:05:00,2024-01-19,resolved,low,Pricing dispute,chat,STR004,Miami Downtown #4,Southwest,CUS00375,3.0,63.34,63.34,0,False,within_sla
TKT001062,2024-02-22 07:03:00,,2024-02-29 07:03:00,2024-02-22,escalated,low,Refund request,social,STR006,Detroit Mall #6,Northeast,CUS00381,,,7525.2,1,True,pending_beyond_sla
TKT001063,2024-11-06 07:34:00,,2024-11-09 07:34:00,2024-11-06,pending,medium,Online order issue,in_store,STR012,Seattle Mall #12,Southeast,CUS00464,,,1332.68,1,True,pending_beyond_sla
TKT001064,2024-02-02 07:55:00,2024-02-07 13:58:28,2024-02-05 07:55:00,2024-02-02,resolved,medium,Pricing dispute,in_store,STR011,Los Angeles Mall #11,Northeast,CUS00362,2.0,126.06,126.06,0,True,beyond_sla
TKT001065,2024-03-15 16:02:00,2024-03-15 20:58:48,2024-03-15 20:02:00,2024-03-15,closed_unresolved,critical,Wrong item,email,STR022,Orlando Downtown #22,Southeast,CUS00269,1.0,4.95,4.95,0,True,beyond_sla
TKT001066,2024-06-02 11:10:00,,2024-06-03 11:10:00,2024-06-02,escalated,high,Refund request,chat,STR006,Detroit Mall #6,Northeast,CUS00454,,,5097.08,1,True,pending_beyond_sla
TKT001067,2024-09-11 15:44:00,,2024-09-11 19:44:00,2024-09-11,pending,critical,Online order issue,email,STR014,San Francisco Mall #14,Southwest,CUS00134,,,2668.52,1,True,pending_beyond_sla
TKT001068,2024-02-15 17:11:00,2024-02-20 03:21:18,2024-02-22 17:11:00,2024-02-15,resolved,low,Refund request,chat,STR006,Detroit Mall #6,Northeast,CUS00268,5.0,106.17,106.17,0,False,within_sla
TKT001069,2024-10-29 08:13:00,2024-10-31 08:01:37,2024-11-01 08:13:00,2024-10-29,resolved,medium,Store experience,email,STR018,Minneapolis Mall #18,Midwest,CUS00474,4.0,47.81,47.81,0,False,within_sla
TKT001070,2024-06-08 14:38:00,2024-06-11 04:16:48,2024-06-11 14:38:00,2024-06-08,resolved,medium,Late delivery,chat,STR009,Phoenix Mall #9,Southwest,CUS00051,5.0,61.65,61.65,0,False,within_sla
TKT001071,2024-01-24 15:01:00,2024-01-25 22:25:50,2024-01-31 15:01:00,2024-01-24,resolved,low,Staff conduct,phone,STR002,Boston Mall #2,Southeast,CUS00280,5.0,31.41,31.41,0,False,within_sla
TKT001072,2024-02-26 07:09:00,2024-02-26 23:51:12,2024-02-27 07:09:00,2024-02-26,resolved,high,Product defect,phone,STR023,Kansas City Mall #23,Midwest,CUS00038,3.0,16.7,16.7,0,False,within_sla
TKT001073,2024-12-09 18:06:00,,2024-12-12 18:06:00,2024-12-09,pending,medium,Product defect,social,STR010,Denver Downtown #10,West,CUS00311,,,530.15,1,True,pending_beyond_sla
TKT001074,2024-12-24 19:14:00,2024-12-30 11:47:16,2024-12-27 19:14:00,2024-12-24,resolved,medium,Staff conduct,social,STR014,San Francisco Mall #14,Southwest,CUS00237,2.0,136.55,136.55,0,True,beyond_sla
TKT001075,2024-04-14 08:41:00,2024-04-14 20:08:43,2024-04-15 08:41:00,2024-04-14,resolved,high,Staff conduct,phone,STR019,Philadelphia Downtown #19,Southwest,CUS00266,4.0,11.46,11.46,0,False,within_sla
TKT001076,2024-06-07 11:26:00,,2024-06-07 15:26:00,2024-06-07,pending,critical,Wrong item,phone,STR009,Phoenix Mall #9,Southwest,CUS00248,,,4976.82,1,True,pending_beyond_sla
TKT001077,2024-07-08 18:41:00,2024-07-12 10:25:16,2024-07-15 18:41:00,2024-07-08,resolved,low,Wrong item,chat,STR011,Los Angeles Mall #11,Northeast,CUS00449,5.0,87.74,87.74,0,False,within_sla
TKT001078,2024-08-10 18:02:00,2024-08-13 01:02:14,2024-08-13 18:02:00,2024-08-10,resolved,medium,Staff conduct,chat,STR009,Phoenix Mall #9,Southwest,CUS00155,4.0,55.0,55.0,0,False,within_sla
TKT001079,2024-06-01 20:21:00,,2024-06-08 20:21:00,2024-06-01,pending,low,Pricing dispute,chat,STR005,Chicago Mall #5,West,CUS00399,,,5111.9,1,True,pending_beyond_sla
TKT001080,2024-08-13 09:38:00,2024-08-18 10:15:09,2024-08-20 09:38:00,2024-08-13,resolved,low,Refund request,social,STR016,Nashville Downtown #16,Northeast,CUS00183,4.0,120.62,120.62,0,False,within_sla
TKT001081,2024-11-21 12:04:00,2024-11-21 13:32:09,2024-11-21 16:04:00,2024-11-21,resolved,critical,Store experience,chat,STR017,Charlotte Mall #17,Southeast,CUS00019,5.0,1.47,1.47,0,False,within_sla
TKT001082,2024-10-09 19:36:00,2024-10-11 18:54:58,2024-10-12 19:36:00,2024-10-09,resolved,medium,Product defect,email,STR001,New York Downtown #1,Northeast,CUS00047,4.0,47.32,47.32,0,False,within_sla
TKT001083,2024-04-10 16:22:00,2024-04-11 07:35:14,2024-04-11 16:22:00,2024-04-10,resolved,high,Refund request,phone,STR004,Miami Downtown #4,Southwest,CUS00236,4.0,15.22,15.22,0,False,within_sla
TKT001084,2024-06-11 10:31:00,2024-06-13 20:26:20,2024-06-14 10:31:00,2024-06-11,resolved,medium,Store experience,phone,STR006,Detroit Mall #6,Northeast,CUS00032,4.0,57.92,57.92,0,False,within_sla
TKT001085,2024-08-09 13:10:00,,2024-08-12 13:10:00,2024-08-09,pending,medium,Staff conduct,phone,STR009,Phoenix Mall #9,Southwest,CUS00117,,,3463.08,1,True,pending_beyond_sla
TKT001086,2024-04-17 13:16:00,2024-04-19 07:48:42,2024-04-20 13:16:00,2024-04-17,resolved,medium,Product defect,email,STR020,San Diego Mall #20,West,CUS00122,4.0,42.55,42.54,0,False,within_sla
TKT001087,2024-01-16 14:03:00,2024-01-17 01:10:01,2024-01-17 14:03:00,2024-01-16,resolved,high,Store experience,in_store,STR014,San Francisco Mall #14,Southwest,CUS00274,5.0,11.12,11.12,0,False,within_sla
TKT001088,2024-02-18 15:57:00,2024-02-20 00:17:27,2024-02-21 15:57:00,2024-02-18,resolved,medium,Product defect,phone,STR002,Boston Mall #2,Southeast,CUS00358,5.0,32.34,32.34,0,False,within_sla
TKT001089,2024-12-03 08:54:00,2024-12-16 17:09:32,2024-12-10 08:54:00,2024-12-03,resolved,low,Online order issue,chat,STR004,Miami Downtown #4,Southwest,CUS00467,2.0,320.26,320.26,0,True,beyond_sla
TKT001090,2024-12-25 18:47:00,2024-12-28 12:54:44,2024-12-28 18:47:00,2024-12-25,resolved,medium,Pricing dispute,in_store,STR012,Seattle Mall #12,Southeast,CUS00080,5.0,66.13,66.13,0,False,within_sla
TKT001091,2024-04-12 20:40:00,,2024-04-19 20:40:00,2024-04-12,pending,low,Late delivery,chat,STR013,Portland Downtown #13,Midwest,CUS00481,,,6311.58,1,True,pending_beyond_sla
TKT001092,2024-10-31 13:56:00,2024-10-31 19:10:49,2024-10-31 17:56:00,2024-10-31,resolved,critical,Store experience,phone,STR018,Minneapolis Mall #18,Midwest,CUS00459,1.0,5.25,5.25,0,True,beyond_sla
TKT001093,2024-11-02 18:26:00,2024-11-04 22:59:02,2024-11-05 18:26:00,2024-11-02,resolved,medium,Pricing dispute,chat,STR022,Orlando Downtown #22,Southeast,CUS00316,5.0,52.55,52.55,0,False,within_sla
TKT001094,2024-01-16 18:15:00,2024-01-17 15:52:36,2024-01-17 18:15:00,2024-01-16,resolved,high,Wrong item,email,STR001,New York Downtown #1,Northeast,CUS00386,4.0,21.63,21.63,0,False,within_sla
TKT001095,2024-07-01 11:56:00,2024-07-01 13:28:41,2024-07-04 11:56:00,2024-07-01,resolved,medium,Staff conduct,chat,STR011,Los Angeles Mall #11,Northeast,CUS00447,5.0,1.54,1.54,0,False,within_sla
TKT001096,2024-11-06 13:37:00,2024-11-11 11:48:25,2024-11-13 13:37:00,2024-11-06,resolved,low,Staff conduct,social,STR016,Nashville Downtown #16,Northeast,CUS00377,4.0,118.19,118.19,0,False,within_sla
TKT001097,2024-06-18 10:52:00,2024-06-19 03:12:45,2024-06-21 10:52:00,2024-06-18,resolved,medium,Online order issue,email,STR021,Las Vegas Mall #21,Northeast,CUS00080,5.0,16.35,16.35,0,False,within_sla
TKT001098,2024-11-15 08:39:00,2024-11-23 11:16:28,2024-11-18 08:39:00,2024-11-15,resolved,medium,Online order issue,social,STR013,Portland Downtown #13,Midwest,CUS00051,3.0,194.62,194.62,0,True,beyond_sla
TKT001099,2024-10-16 11:35:00,2024-10-17 23:54:02,2024-10-19 11:35:00,2024-10-16,resolved,medium,Product defect,chat,STR022,Orlando Downtown #22,Southeast,CUS00258,4.0,36.32,36.32,0,False,within_sla
TKT001100,2024-11-30 18:41:00,2024-12-01 03:50:13,2024-11-30 22:41:00,2024-11-30,resolved,critical,Late delivery,chat,STR014,San Francisco Mall #14,Southwest,CUS00118,2.0,9.15,9.15,0,True,beyond_sla
TKT001101,2024-08-22 20:03:00,,2024-08-29 20:03:00,2024-08-22,escalated,low,Store experience,email,STR023,Kansas City Mall #23,Midwest,CUS00029,,,3144.2,1,True,pending_beyond_sla
TKT001102,2024-11-05 14:36:00,2024-11-10 04:56:58,2024-11-08 14:36:00,2024-11-05,resolved,medium,Online order issue,phone,STR009,Phoenix Mall #9,Southwest,CUS00356,3.0,110.35,110.35,0,True,beyond_sla
TKT001103,2024-08-11 19:48:00,2024-08-20 09:59:39,2024-08-18 19:48:00,2024-08-11,resolved,low,Refund request,social,STR021,Las Vegas Mall #21,Northeast,CUS00418,2.0,206.19,206.19,0,True,beyond_sla
TKT001104,2024-03-22 10:22:00,2024-03-23 02:09:51,2024-03-25 10:22:00,2024-03-22,resolved,medium,Online order issue,chat,STR021,Las Vegas Mall #21,Northeast,CUS00348,5.0,15.8,15.8,0,False,within_sla
TKT001105,2024-06-23 07:17:00,2024-06-23 19:02:03,2024-06-26 07:17:00,2024-06-23,resolved,medium,Product defect,in_store,STR018,Minneapolis Mall #18,Midwest,CUS00150,3.0,11.75,11.75,0,False,within_sla
TKT001106,2024-05-03 17:31:00,2024-05-05 05:15:43,2024-05-06 17:31:00,2024-05-03,resolved,medium,Product defect,social,STR023,Kansas City Mall #23,Midwest,CUS00288,4.0,35.75,35.75,0,False,within_sla
TKT001107,2024-05-03 12:04:00,,2024-05-06 12:04:00,2024-05-03,pending,medium,Staff conduct,phone,STR010,Denver Downtown #10,West,CUS00168,,,5816.18,1,True,pending_beyond_sla
TKT001108,2024-08-29 14:30:00,,2024-09-01 14:30:00,2024-08-29,escalated,medium,Store experience,chat,STR023,Kansas City Mall #23,Midwest,CUS00187,,,2981.75,1,True,pending_beyond_sla
TKT001109,2024-09-21 15:48:00,2024-09-21 21:22:41,2024-09-24 15:48:00,2024-09-21,resolved,medium,Pricing dispute,social,STR011,Los Angeles Mall #11,Northeast,CUS00353,3.0,5.58,5.58,0,False,within_sla
TKT001110,2024-12-04 09:42:00,,2024-12-07 09:42:00,2024-12-04,pending,medium,Store experience,email,STR015,Austin Mall #15,West,CUS00095,,,658.55,1,True,pending_beyond_sla
TKT001111,2024-01-04 10:49:00,2024-01-22 01:22:47,2024-01-11 10:49:00,2024-01-04,resolved,low,Store experience,in_store,STR020,San Diego Mall #20,West,CUS00249,2.0,422.56,422.56,0,True,beyond_sla
TKT001112,2024-10-29 13:44:00,2024-10-30 10:55:50,2024-10-30 13:44:00,2024-10-29,resolved,high,Online order issue,phone,STR004,Miami Downtown #4,Southwest,CUS00456,4.0,21.2,21.2,0,False,within_sla
TKT001113,2024-12-07 07:48:00,2024-12-08 20:07:36,2024-12-10 07:48:00,2024-12-07,resolved,medium,Online order issue,email,STR014,San Francisco Mall #14,Southwest,CUS00409,4.0,36.33,36.33,0,False,within_sla
TKT001114,2024-12-28 18:32:00,2024-12-29 14:33:31,2024-12-31 18:32:00,2024-12-28,resolved,medium,Online order issue,social,STR016,Nashville Downtown #16,Northeast,CUS00441,4.0,20.03,20.03,0,False,within_sla
TKT001115,2024-07-12 15:43:00,2024-07-13 09:35:40,2024-07-15 15:43:00,2024-07-12,resolved,medium,Staff conduct,social,STR008,Houston Mall #8,Midwest,CUS00342,3.0,17.88,17.88,0,False,within_sla
TKT001116,2024-08-21 17:08:00,2024-08-21 18:12:59,2024-08-21 21:08:00,2024-08-21,resolved,critical,Product defect,phone,STR022,Orlando Downtown #22,Southeast,CUS00478,5.0,1.08,1.08,0,False,within_sla
TKT001117,2024-08-19 17:34:00,2024-08-20 12:14:55,2024-08-26 17:34:00,2024-08-19,resolved,low,Wrong item,phone,STR006,Detroit Mall #6,Northeast,CUS00446,5.0,18.68,18.68,0,False,within_sla
TKT001118,2024-07-16 07:34:00,2024-07-22 17:53:53,2024-07-23 07:34:00,2024-07-16,resolved,low,Staff conduct,in_store,STR004,Miami Downtown #4,Southwest,CUS00337,4.0,154.33,154.33,0,False,within_sla
TKT001119,2024-06-29 17:44:00,2024-07-04 18:24:06,2024-07-06 17:44:00,2024-06-29,resolved,low,Late delivery,in_store,STR008,Houston Mall #8,Midwest,CUS00180,3.0,120.67,120.67,0,False,within_sla
TKT001120,2024-02-11 18:31:00,,2024-02-14 18:31:00,2024-02-11,escalated,medium,Online order issue,social,STR013,Portland Downtown #13,Midwest,CUS00319,,,7777.73,1,True,pending_beyond_sla
TKT001121,2024-02-29 10:18:00,2024-02-29 16:32:26,2024-03-01 10:18:00,2024-02-29,resolved,high,Online order issue,chat,STR002,Boston Mall #2,Southeast,CUS00382,5.0,6.24,6.24,0,False,within_sla
TKT001122,2024-05-05 18:25:00,2024-05-05 23:39:28,2024-05-08 18:25:00,2024-05-05,resolved,medium,Online order issue,phone,STR018,Minneapolis Mall #18,Midwest,CUS00028,3.0,5.24,5.24,0,False,within_sla
TKT001123,2024-03-17 07:16:00,2024-03-17 09:52:37,2024-03-17 11:16:00,2024-03-17,resolved,critical,Pricing dispute,in_store,STR021,Las Vegas Mall #21,Northeast,CUS00329,5.0,2.61,2.61,0,False,within_sla
TKT001124,2024-02-11 15:23:00,2024-02-15 00:50:13,2024-02-18 15:23:00,2024-02-11,resolved,low,Store experience,chat,STR001,New York Downtown #1,Northeast,CUS00462,5.0,81.45,81.45,0,False,within_sla
TKT001125,2024-03-21 16:01:00,2024-03-22 02:16:04,2024-03-22 16:01:00,2024-03-21,resolved,high,Wrong item,phone,STR004,Miami Downtown #4,Southwest,CUS00182,5.0,10.25,10.25,0,False,within_sla
TKT001126,2024-04-19 16:04:00,2024-04-20 22:44:36,2024-04-22 16:04:00,2024-04-19,resolved,medium,Refund request,social,STR015,Austin Mall #15,West,CUS00221,5.0,30.68,30.68,0,False,within_sla
TKT001127,2024-10-05 15:01:00,,2024-10-06 15:01:00,2024-10-05,pending,high,Product defect,social,STR017,Charlotte Mall #17,Southeast,CUS00238,,,2093.23,1,True,pending_beyond_sla
TKT001128,2024-06-13 15:54:00,2024-06-15 00:17:10,2024-06-16 15:54:00,2024-06-13,resolved,medium,Online order issue,social,STR010,Denver Downtown #10,West,CUS00444,4.0,32.39,32.39,0,False,within_sla
TKT001129,2024-08-05 13:25:00,2024-08-05 18:38:57,2024-08-06 13:25:00,2024-08-05,resolved,high,Staff conduct,chat,STR020,San Diego Mall #20,West,CUS00266,5.0,5.23,5.23,0,False,within_sla
TKT001130,2024-06-19 19:24:00,2024-06-23 11:36:52,2024-06-26 19:24:00,2024-06-19,resolved,low,Pricing dispute,phone,STR002,Boston Mall #2,Southeast,CUS00038,4.0,88.21,88.21,0,False,within_sla
TKT001131,2024-10-28 07:58:00,2024-10-30 16:28:07,2024-11-04 07:58:00,2024-10-28,resolved,low,Wrong item,in_store,STR011,Los Angeles Mall #11,Northeast,CUS00141,4.0,56.5,56.5,0,False,within_sla
TKT001132,2024-01-30 14:44:00,2024-02-03 09:47:13,2024-02-06 14:44:00,2024-01-30,resolved,low,Store experience,social,STR016,Nashville Downtown #16,Northeast,CUS00264,5.0,91.05,91.05,0,False,within_sla
TKT001133,2024-04-14 09:34:00,2024-04-15 14:19:58,2024-04-17 09:34:00,2024-04-14,resolved,medium,Pricing dispute,chat,STR017,Charlotte Mall #17,Southeast,CUS00148,5.0,28.77,28.77,0,False,within_sla
TKT001134,2024-11-12 18:44:00,2024-11-13 09:10:47,2024-11-15 18:44:00,2024-11-12,resolved,medium,Product defect,social,STR023,Kansas City Mall #23,Midwest,CUS00335,4.0,14.45,14.45,0,False,within_sla
TKT001135,2024-12-29 11:42:00,2025-01-01 01:28:05,2025-01-01 11:42:00,2024-12-29,resolved,medium,Refund request,social,STR001,New York Downtown #1,Northeast,CUS00325,5.0,61.77,61.77,0,False,within_sla
TKT001136,2024-08-31 16:48:00,2024-09-01 07:12:01,2024-09-03 16:48:00,2024-08-31,resolved,medium,Pricing dispute,chat,STR017,Charlotte Mall #17,Southeast,CUS00036,5.0,14.4,14.4,0,False,within_sla
TKT001137,2024-05-08 09:32:00,2024-05-08 11:24:59,2024-05-09 09:32:00,2024-05-08,resolved,high,Store experience,in_store,STR011,Los Angeles Mall #11,Northeast,CUS00124,3.0,1.88,1.88,0,False,within_sla
TKT001138,2024-07-13 14:44:00,,2024-07-16 14:44:00,2024-07-13,pending,medium,Wrong item,email,STR017,Charlotte Mall #17,Southeast,CUS00166,,,4109.52,1,True,pending_beyond_sla
TKT001139,2024-07-25 16:48:00,,2024-07-25 20:48:00,2024-07-25,escalated,critical,Store experience,social,STR014,San Francisco Mall #14,Southwest,CUS00146,,,3819.45,1,True,pending_beyond_sla
TKT001140,2024-03-21 11:20:00,2024-03-22 22:23:52,2024-03-28 11:20:00,2024-03-21,resolved,low,Store experience,phone,STR011,Los Angeles Mall #11,Northeast,CUS00373,5.0,35.06,35.06,0,False,within_sla
TKT001141,2024-05-31 18:57:00,,2024-05-31 22:57:00,2024-05-31,pending,critical,Late delivery,social,STR017,Charlotte Mall #17,Southeast,CUS00419,,,5137.3,1,True,pending_beyond_sla
TKT001142,2024-05-29 20:28:00,,2024-06-01 20:28:00,2024-05-29,pending,medium,Late delivery,email,STR023,Kansas City Mall #23,Midwest,CUS00223,,,5183.78,1,True,pending_beyond_sla
TKT001143,2024-10-02 17:37:00,2024-10-05 03:32:56,2024-10-09 17:37:00,2024-10-02,resolved,low,Online order issue,email,STR021,Las Vegas Mall #21,Northeast,CUS00237,4.0,57.93,57.93,0,False,within_sla
TKT001144,2024-09-13 10:11:00,,2024-09-20 10:11:00,2024-09-13,pending,low,Pricing dispute,email,STR009,Phoenix Mall #9,Southwest,CUS00125,,,2626.07,1,True,pending_beyond_sla
TKT001145,2024-08-07 14:47:00,2024-08-14 03:24:59,2024-08-14 14:47:00,2024-08-07,resolved,low,Product defect,social,STR021,Las Vegas Mall #21,Northeast,CUS00223,4.0,156.63,156.63,0,False,within_sla
TKT001146,2024-11-09 17:59:00,2024-11-10 15:57:08,2024-11-10 17:59:00,2024-11-09,resolved,high,Store experience,in_store,STR020,San Diego Mall #20,West,CUS00454,5.0,21.97,21.97,0,False,within_sla
TKT001147,2024-11-28 15:05:00,2024-11-30 10:36:01,2024-12-01 15:05:00,2024-11-28,resolved,medium,Product defect,social,STR016,Nashville Downtown #16,Northeast,CUS00421,5.0,43.52,43.52,0,False,within_sla
TKT001148,2024-03-17 18:50:00,2024-04-05 21:16:40,2024-03-24 18:50:00,2024-03-17,resolved,low,Refund request,phone,STR013,Portland Downtown #13,Midwest,CUS00362,3.0,458.44,458.44,0,True,beyond_sla
TKT001149,2024-04-21 10:22:00,,2024-04-22 10:22:00,2024-04-21,pending,high,Wrong item,in_store,STR001,New York Downtown #1,Northeast,CUS00467,,,6105.88,1,True,pending_beyond_sla
TKT001150,2024-06-08 20:02:00,,2024-06-15 20:02:00,2024-06-08,pending,low,Late delivery,email,STR023,Kansas City Mall #23,Midwest,CUS00318,,,4944.22,1,True,pending_beyond_sla
TKT001151,2024-01-19 14:17:00,2024-01-20 04:08:16,2024-01-20 14:17:00,2024-01-19,resolved,high,Wrong item,email,STR010,Denver Downtown #10,West,CUS00445,5.0,13.85,13.85,0,False,within_sla
TKT001152,2024-04-04 07:17:00,2024-04-07 15:56:55,2024-04-07 07:17:00,2024-04-04,resolved,medium,Store experience,phone,STR004,Miami Downtown #4,Southwest,CUS00240,1.0,80.67,80.67,0,True,beyond_sla
TKT001153,2024-01-17 15:44:00,2024-02-01 10:43:13,2024-01-24 15:44:00,2024-01-17,resolved,low,Staff conduct,in_store,STR014,San Francisco Mall #14,Southwest,CUS00098,3.0,354.99,354.99,0,True,beyond_sla
TKT001154,2024-11-29 16:07:00,2024-11-30 08:35:16,2024-11-30 16:07:00,2024-11-29,resolved,high,Late delivery,email,STR019,Philadelphia Downtown #19,Southwest,CUS00321,4.0,16.47,16.47,0,False,within_sla
TKT001155,2024-04-01 07:31:00,2024-04-01 09:34:22,2024-04-04 07:31:00,2024-04-01,resolved,medium,Store experience,phone,STR003,Atlanta Mall #3,Midwest,CUS00056,3.0,2.06,2.06,0,False,within_sla
