ticket_id,opened_at,resolved_at,sla_due_at,status,priority,reason,channel,store_id,customer_id,csat,resolve_hours,within_sla,region
TKT000922,2024-08-08 17:18:00,,2024-08-11 17:18:00,pending,medium,Wrong item,in_store,STR020,CUS00442,,,,West
TKT000923,2024-08-11 09:15:00,2024-08-13 01:56:08,2024-08-14 09:15:00,resolved,medium,Late delivery,phone,STR011,CUS00448,5.0,40.69,True,Northeast
TKT000924,2024-01-12 14:50:00,,2024-01-15 14:50:00,pending,medium,Pricing dispute,chat,STR003,CUS00189,,,,Midwest
TKT000925,2024-04-16 08:07:00,2024-04-17 01:38:20,2024-04-23 08:07:00,resolved,low,Online order issue,in_store,STR007,CUS00484,5.0,17.52,True,Southeast
TKT000926,2024-07-04 07:03:00,2024-07-06 08:28:20,2024-07-11 07:03:00,resolved,low,Store experience,in_store,STR011,CUS00456,5.0,49.42,True,Northeast
TKT000927,2024-08-09 12:05:00,2024-08-15 17:40:28,2024-08-16 12:05:00,resolved,low,Refund request,in_store,STR023,CUS00122,5.0,149.59,True,Midwest
TKT000928,2024-08-08 14:12:00,,2024-08-11 14:12:00,pending,medium,Staff conduct,social,STR003,CUS00058,,,,Midwest
TKT000929,2024-01-10 10:02:00,2024-01-10 15:11:07,2024-01-11 10:02:00,resolved,high,Wrong item,chat,STR006,CUS00085,4.0,5.15,True,Northeast
TKT000930,2024-03-11 07:41:00,2024-03-12 11:04:32,2024-03-14 07:41:00,resolved,medium,Online order issue,email,STR001,CUS00242,5.0,27.39,True,Northeast
TKT000931,2024-09-30 08:00:00,2024-10-01 20:35:04,2024-10-03 08:00:00,resolved,medium,Late delivery,social,STR010,CUS00476,4.0,36.58,True,West
TKT000932,2024-01-28 10:59:00,2024-01-28 21:51:54,2024-01-31 10:59:00,resolved,medium,Product defect,phone,STR010,CUS00365,4.0,10.88,True,West
TKT000933,2024-03-05 09:50:00,2024-03-06 06:17:46,2024-03-06 09:50:00,resolved,high,Pricing dispute,phone,STR017,CUS00221,5.0,20.46,True,Southeast
TKT000934,2024-04-16 20:32:00,2024-04-29 18:09:52,2024-04-23 20:32:00,resolved,low,Online order issue,phone,STR001,CUS00116,1.0,309.63,False,Northeast
TKT000935,2024-07-22 09:40:00,2024-07-24 00:49:45,2024-07-25 09:40:00,resolved,medium,Refund request,chat,STR013,CUS00390,3.0,39.16,True,Midwest
TKT000936,2024-09-20 15:22:00,2024-09-20 18:05:26,2024-09-20 19:22:00,resolved,critical,Product defect,email,STR019,CUS00258,4.0,2.72,True,Southwest
TKT000937,2024-07-09 20:39:00,,2024-07-16 20:39:00,pending,low,Late delivery,chat,STR010,CUS00003,,,,West
TKT000938,2024-03-08 19:50:00,2024-03-08 21:50:02,2024-03-08 23:50:00,resolved,critical,Late delivery,email,STR013,CUS00280,4.0,2.0,True,Midwest
TKT000939,2024-12-10 09:34:00,2024-12-12 00:31:03,2024-12-11 09:34:00,closed_unresolved,high,Pricing dispute,phone,STR002,CUS00093,1.0,38.95,False,Southeast
TKT000940,2024-06-16 11:33:00,2024-06-19 02:35:24,2024-06-19 11:33:00,resolved,medium,Staff conduct,social,STR014,CUS00465,3.0,63.04,True,Southwest
TKT000941,2024-09-09 14:10:00,,2024-09-12 14:10:00,pending,medium,Wrong item,in_store,STR021,CUS00237,,,,Northeast
TKT000942,2024-08-27 14:00:00,,2024-08-30 14:00:00,pending,medium,Wrong item,social,STR001,CUS00494,,,,Northeast
TKT000943,2024-11-01 20:55:00,2024-11-02 20:23:10,2024-11-04 20:55:00,resolved,medium,Product defect,chat,STR016,CUS00452,5.0,23.47,True,Northeast
TKT000944,2024-06-22 20:05:00,2024-06-23 03:57:29,2024-06-23 20:05:00,resolved,high,Pricing dispute,social,STR009,CUS00314,4.0,7.87,True,Southwest
TKT000945,2024-01-10 15:25:00,2024-01-10 20:44:03,2024-01-10 19:25:00,closed_unresolved,critical,Staff conduct,chat,STR002,CUS00075,2.0,5.32,False,Southeast
TKT000946,2024-01-09 11:15:00,2024-01-10 04:02:48,2024-01-10 11:15:00,resolved,high,Refund request,email,STR021,CUS00455,5.0,16.8,True,Northeast
TKT000947,2024-02-28 11:08:00,2024-03-01 17:55:25,2024-03-02 11:08:00,resolved,medium,Product defect,phone,STR020,CUS00168,5.0,54.79,True,West
TKT000948,2024-02-15 07:41:00,2024-02-17 11:31:03,2024-02-22 07:41:00,resolved,low,Refund request,email,STR015,CUS00285,3.0,51.83,True,West
TKT000949,2024-01-15 15:27:00,2024-01-15 18:46:52,2024-01-18 15:27:00,resolved,medium,Wrong item,in_store,STR002,CUS00236,4.0,3.33,True,Southeast
TKT000950,2024-02-15 16:57:00,2024-02-15 19:32:47,2024-02-15 20:57:00,resolved,critical,Refund request,chat,STR016,CUS00491,4.0,2.6,True,Northeast
TKT000951,2024-04-12 08:42:00,,2024-04-15 08:42:00,escalated,medium,Store experience,chat,STR014,CUS00403,,,,Southwest
TKT000952,2024-11-30 09:06:00,2024-12-04 05:26:26,2024-12-07 09:06:00,resolved,low,Store experience,email,STR007,CUS00490,4.0,92.34,True,Southeast
TKT000953,2024-12-06 09:34:00,,2024-12-09 09:34:00,escalated,medium,Wrong item,email,STR019,CUS00143,,,,Southwest
TKT000954,2024-05-25 16:53:00,2024-05-25 21:43:45,2024-05-28 16:53:00,resolved,medium,Store experience,chat,STR019,CUS00245,5.0,4.85,True,Southwest
TKT000955,2024-07-10 09:58:00,,2024-07-10 13:58:00,pending,critical,Online order issue,email,STR001,CUS00130,,,,Northeast
TKT000956,2024-09-06 12:56:00,2024-09-11 01:34:35,2024-09-13 12:56:00,resolved,low,Store experience,email,STR013,CUS00354,3.0,108.64,True,Midwest
TKT000957,2024-06-11 20:36:00,2024-06-11 23:12:35,2024-06-12 20:36:00,resolved,high,Staff conduct,chat,STR012,CUS00111,5.0,2.61,True,Southeast
TKT000958,2024-08-07 10:39:00,2024-08-07 22:45:46,2024-08-08 10:39:00,resolved,high,Refund request,phone,STR006,CUS00388,5.0,12.11,True,Northeast
TKT000959,2024-02-23 18:38:00,2024-03-13 08:33:27,2024-03-01 18:38:00,resolved,low,Online order issue,email,STR012,CUS00325,4.0,445.92,False,Southeast
TKT000960,2024-12-01 18:56:00,2024-12-02 21:09:35,2024-12-04 18:56:00,resolved,medium,Product defect,phone,STR021,CUS00108,5.0,26.23,True,Northeast
TKT000961,2024-02-07 09:56:00,2024-02-15 03:47:21,2024-02-10 09:56:00,resolved,medium,Product defect,email,STR015,CUS00361,4.0,185.86,False,West
TKT000962,2024-09-21 19:04:00,2024-09-28 05:12:14,2024-09-28 19:04:00,resolved,low,Online order issue,in_store,STR010,CUS00239,4.0,154.14,True,West
TKT000963,2024-02-14 16:12:00,,2024-02-14 20:12:00,pending,critical,Refund request,in_store,STR008,CUS00330,,,,Midwest
TKT000964,2024-12-12 09:47:00,2024-12-12 13:19:12,2024-12-13 09:47:00,resolved,high,Product defect,in_store,STR018,CUS00390,4.0,3.54,True,Midwest
TKT000965,2024-02-18 20:43:00,2024-02-19 13:17:27,2024-02-19 20:43:00,resolved,high,Product defect,chat,STR017,CUS00285,4.0,16.57,True,Southeast
TKT000966,2024-11-24 13:22:00,,2024-12-01 13:22:00,pending,low,Staff conduct,phone,STR020,CUS00108,,,,West
TKT000967,2024-11-01 15:28:00,2024-11-02 09:38:06,2024-11-02 15:28:00,resolved,high,Refund request,phone,STR009,CUS00192,4.0,18.17,True,Southwest
TKT000968,2024-06-05 15:19:00,2024-06-05 20:28:07,2024-06-05 19:19:00,resolved,critical,Product defect,phone,STR022,CUS00398,3.0,5.15,False,Southeast
TKT000969,2024-04-15 18:46:00,,2024-04-15 22:46:00,pending,critical,Late delivery,social,STR022,CUS00146,,,,Southeast
TKT000970,2024-12-11 19:41:00,2024-12-11 20:51:32,2024-12-18 19:41:00,resolved,low,Online order issue,social,STR018,CUS00461,5.0,1.18,True,Midwest
TKT000971,2024-05-28 10:41:00,2024-05-31 03:05:22,2024-05-31 10:41:00,resolved,medium,Product defect,social,STR015,CUS00038,5.0,64.41,True,West
TKT000972,2024-01-13 11:24:00,2024-01-17 12:02:32,2024-01-16 11:24:00,resolved,medium,Pricing dispute,phone,STR003,CUS00270,4.0,96.64,False,Midwest
TKT000973,2024-06-13 19:16:00,2024-06-15 02:19:35,2024-06-16 19:16:00,resolved,medium,Product defect,chat,STR018,CUS00390,5.0,31.06,True,Midwest
TKT000974,2024-01-10 12:20:00,2024-01-13 01:50:38,2024-01-13 12:20:00,resolved,medium,Refund request,phone,STR008,CUS00332,4.0,61.51,True,Midwest
TKT000975,2024-02-18 17:22:00,2024-02-20 08:42:32,2024-02-25 17:22:00,resolved,low,Refund request,chat,STR009,CUS00259,5.0,39.34,True,Southwest
TKT000976,2024-03-02 07:40:00,2024-03-06 06:06:07,2024-03-09 07:40:00,resolved,low,Pricing dispute,email,STR010,CUS00214,4.0,94.44,True,West
TKT000977,2024-09-21 20:49:00,2024-09-23 11:41:41,2024-09-24 20:49:00,resolved,medium,Product defect,email,STR002,CUS00246,5.0,38.88,True,Southeast
TKT000978,2024-01-01 13:55:00,2024-01-01 17:42:27,2024-01-08 13:55:00,resolved,low,Store experience,in_store,STR019,CUS00018,4.0,3.79,True,Southwest
TKT000979,2024-11-15 10:44:00,,2024-11-22 10:44:00,pending,low,Online order issue,social,STR007,CUS00075,,,,Southeast
TKT000980,2024-09-10 11:18:00,,2024-09-17 11:18:00,pending,low,Wrong item,chat,STR009,CUS00151,,,,Southwest
TKT000981,2024-08-30 19:40:00,2024-09-02 01:14:59,2024-09-02 19:40:00,resolved,medium,Refund request,phone,STR006,CUS00181,5.0,53.58,True,Northeast
TKT000982,2024-11-08 20:21:00,2024-11-09 08:08:51,2024-11-15 20:21:00,resolved,low,Online order issue,phone,STR015,CUS00335,4.0,11.8,True,West
TKT000983,2024-03-07 14:26:00,2024-03-08 13:37:19,2024-03-10 14:26:00,resolved,medium,Pricing dispute,in_store,STR012,CUS00217,4.0,23.19,True,Southeast
TKT000984,2024-09-28 10:36:00,2024-10-06 09:39:59,2024-10-01 10:36:00,resolved,medium,Online order issue,email,STR001,CUS00101,4.0,191.07,False,Northeast
TKT000985,2024-07-23 14:09:00,2024-07-24 01:36:11,2024-07-26 14:09:00,resolved,medium,Store experience,phone,STR013,CUS00188,4.0,11.45,True,Midwest
TKT000986,2024-05-27 08:07:00,2024-05-31 09:17:32,2024-06-03 08:07:00,resolved,low,Online order issue,email,STR017,CUS00061,3.0,97.18,True,Southeast
TKT000987,2024-03-19 16:38:00,2024-03-20 11:35:41,2024-03-20 16:38:00,resolved,high,Pricing dispute,in_store,STR021,CUS00487,5.0,18.96,True,Northeast
TKT000988,2024-05-25 11:54:00,2024-05-27 08:08:48,2024-05-26 11:54:00,resolved,high,Staff conduct,phone,STR012,CUS00246,3.0,44.25,False,Southeast
TKT000989,2024-12-05 10:27:00,2024-12-14 19:50:11,2024-12-12 10:27:00,resolved,low,Late delivery,chat,STR015,CUS00191,1.0,225.39,False,West
TKT000990,2024-12-05 20:04:00,2024-12-08 02:59:11,2024-12-12 20:04:00,resolved,low,Product defect,in_store,STR010,CUS00095,4.0,54.92,True,West
TKT000991,2024-09-08 18:46:00,2024-09-10 01:02:36,2024-09-11 18:46:00,resolved,medium,Store experience,in_store,STR012,CUS00212,5.0,30.28,True,Southeast
TKT000992,2024-07-21 20:31:00,2024-07-22 06:20:00,2024-07-22 20:31:00,resolved,high,Online order issue,email,STR015,CUS00327,4.0,9.82,True,West
TKT000993,2024-04-22 12:24:00,2024-04-23 07:31:48,2024-04-23 12:24:00,resolved,high,Late delivery,email,STR009,CUS00224,5.0,19.13,True,Southwest
TKT000994,2024-10-06 10:19:00,,2024-10-06 14:19:00,pending,critical,Pricing dispute,chat,STR006,CUS00256,,,,Northeast
TKT000995,2024-01-23 19:49:00,2024-01-26 00:00:40,2024-01-30 19:49:00,resolved,low,Store experience,social,STR005,CUS00457,3.0,52.19,True,West
TKT000996,2024-08-19 20:41:00,2024-08-20 00:44:46,2024-08-20 20:41:00,resolved,high,Staff conduct,phone,STR014,CUS00024,5.0,4.06,True,Southwest
TKT000997,2024-04-06 19:30:00,2024-04-10 20:34:54,2024-04-09 19:30:00,resolved,medium,Product defect,social,STR008,CUS00390,3.0,97.08,False,Midwest
TKT000998,2024-06-09 14:23:00,2024-06-09 15:27:48,2024-06-09 18:23:00,resolved,critical,Refund request,email,STR004,CUS00005,5.0,1.08,True,Southwest
TKT000999,2024-03-08 13:05:00,2024-03-09 12:22:23,2024-03-11 13:05:00,resolved,medium,Late delivery,in_store,STR022,CUS00392,5.0,23.29,True,Southeast
TKT001000,2024-04-10 18:44:00,2024-04-16 17:47:17,2024-04-17 18:44:00,resolved,low,Refund request,email,STR009,CUS00204,5.0,143.05,True,Southwest
TKT001001,2024-07-07 19:47:00,2024-07-18 03:38:52,2024-07-14 19:47:00,resolved,low,Wrong item,phone,STR005,CUS00418,3.0,247.86,False,West
TKT001002,2024-08-15 19:42:00,2024-08-23 20:28:40,2024-08-18 19:42:00,resolved,medium,Online order issue,in_store,STR005,CUS00225,2.0,192.78,False,West
TKT001003,2024-12-27 08:31:00,,2025-01-03 08:31:00,escalated,low,Pricing dispute,in_store,STR005,CUS00074,,,,West
TKT001004,2024-01-06 17:24:00,,2024-01-07 17:24:00,pending,high,Pricing dispute,email,STR008,CUS00468,,,,Midwest
TKT001005,2024-08-16 08:20:00,2024-08-22 15:33:07,2024-08-23 08:20:00,resolved,low,Wrong item,in_store,STR009,CUS00193,5.0,151.22,True,Southwest
TKT001006,2024-11-28 15:07:00,2024-11-29 05:50:44,2024-11-29 15:07:00,resolved,high,Store experience,in_store,STR020,CUS00318,3.0,14.73,True,West
TKT001007,2024-08-21 17:33:00,2024-08-21 18:19:27,2024-08-24 17:33:00,resolved,medium,Product defect,email,STR021,CUS00088,4.0,0.77,True,Northeast
TKT001008,2024-07-21 19:16:00,2024-07-23 00:18:06,2024-07-24 19:16:00,resolved,medium,Store experience,in_store,STR003,CUS00406,5.0,29.04,True,Midwest
TKT001009,2024-07-19 09:25:00,2024-07-24 02:07:11,2024-07-26 09:25:00,resolved,low,Wrong item,chat,STR016,CUS00386,3.0,112.7,True,Northeast
TKT001010,2024-08-24 12:18:00,2024-09-01 04:05:46,2024-08-27 12:18:00,resolved,medium,Product defect,social,STR016,CUS00245,2.0,183.8,False,Northeast
TKT001011,2024-06-04 19:55:00,2024-06-07 12:44:26,2024-06-11 19:55:00,resolved,low,Refund request,chat,STR006,CUS00354,5.0,64.82,True,Northeast
TKT001012,2024-12-01 19:22:00,,2024-12-04 19:22:00,pending,medium,Wrong item,chat,STR005,CUS00090,,,,West
TKT001013,2024-03-06 07:54:00,2024-03-07 15:03:32,2024-03-09 07:54:00,resolved,medium,Online order issue,phone,STR006,CUS00367,3.0,31.16,True,Northeast
TKT001014,2024-12-16 09:28:00,,2024-12-17 09:28:00,escalated,high,Refund request,email,STR008,CUS00045,,,,Midwest
TKT001015,2024-06-30 12:18:00,2024-07-01 05:09:22,2024-07-01 12:18:00,resolved,high,Staff conduct,chat,STR020,CUS00189,5.0,16.86,True,West
TKT001016,2024-06-22 09:29:00,2024-06-26 04:41:58,2024-06-29 09:29:00,resolved,low,Refund request,chat,STR004,CUS00163,4.0,91.22,True,Southwest
TKT001017,2024-01-19 15:12:00,2024-01-22 04:01:33,2024-01-26 15:12:00,resolved,low,Staff conduct,email,STR012,CUS00317,4.0,60.83,True,Southeast
TKT001018,2024-05-04 18:16:00,,2024-05-07 18:16:00,pending,medium,Online order issue,phone,STR002,CUS00279,,,,Southeast
TKT001019,2024-06-15 15:00:00,2024-06-16 07:24:16,2024-06-16 15:00:00,resolved,high,Wrong item,social,STR005,CUS00063,4.0,16.4,True,West
TKT001020,2024-03-02 10:49:00,2024-03-02 15:31:03,2024-03-02 14:49:00,resolved,critical,Wrong item,phone,STR008,CUS00225,2.0,4.7,False,Midwest
TKT001021,2024-01-23 15:12:00,2024-01-27 20:20:13,2024-01-30 15:12:00,resolved,low,Staff conduct,chat,STR015,CUS00314,3.0,101.14,True,West
TKT001022,2024-12-23 07:59:00,2024-12-24 17:38:59,2024-12-26 07:59:00,resolved,medium,Online order issue,phone,STR022,CUS00164,3.0,33.67,True,Southeast
TKT001023,2024-12-24 12:37:00,2024-12-25 05:05:36,2024-12-25 12:37:00,resolved,high,Late delivery,in_store,STR012,CUS00012,5.0,16.48,True,Southeast
TKT001024,2024-02-20 15:32:00,2024-02-21 06:57:51,2024-02-21 15:32:00,resolved,high,Product defect,in_store,STR008,CUS00139,5.0,15.43,True,Midwest
TKT001025,2024-10-10 14:26:00,2024-10-14 00:08:29,2024-10-17 14:26:00,resolved,low,Late delivery,chat,STR005,CUS00199,5.0,81.71,True,West
TKT001026,2024-04-10 19:15:00,2024-04-17 07:23:41,2024-04-13 19:15:00,resolved,medium,Pricing dispute,social,STR015,CUS00127,2.0,156.14,False,West
TKT001027,2024-02-29 12:36:00,2024-03-04 23:50:53,2024-03-03 12:36:00,closed_unresolved,medium,Refund request,in_store,STR007,CUS00250,2.0,107.25,False,Southeast
TKT001028,2024-08-11 16:49:00,,2024-08-14 16:49:00,pending,medium,Refund request,in_store,STR017,CUS00470,,,,Southeast
TKT001029,2024-02-17 13:05:00,2024-02-19 06:08:08,2024-02-18 13:05:00,resolved,high,Wrong item,social,STR020,CUS00424,3.0,41.05,False,West
TKT001030,2024-06-13 11:10:00,2024-06-14 11:49:29,2024-06-16 11:10:00,resolved,medium,Pricing dispute,email,STR021,CUS00097,4.0,24.66,True,Northeast
TKT001031,2024-01-11 18:13:00,2024-01-13 22:23:06,2024-01-14 18:13:00,resolved,medium,Store experience,chat,STR003,CUS00119,4.0,52.17,True,Midwest
TKT001032,2024-09-17 19:53:00,2024-09-20 05:31:25,2024-09-20 19:53:00,resolved,medium,Late delivery,phone,STR003,CUS00243,5.0,57.64,True,Midwest
TKT001033,2024-07-31 08:42:00,2024-08-01 04:51:08,2024-08-01 08:42:00,resolved,high,Wrong item,social,STR003,CUS00017,5.0,20.15,True,Midwest
TKT001034,2024-09-29 11:57:00,2024-09-29 17:34:44,2024-10-06 11:57:00,resolved,low,Late delivery,phone,STR008,CUS00390,3.0,5.63,True,Midwest
TKT001035,2024-11-16 19:50:00,2024-11-17 12:38:35,2024-11-17 19:50:00,resolved,high,Online order issue,email,STR003,CUS00486,3.0,16.81,True,Midwest
TKT001036,2024-07-12 20:54:00,2024-07-17 19:09:59,2024-07-19 20:54:00,resolved,low,Refund request,social,STR003,CUS00421,5.0,118.27,True,Midwest
TKT001037,2024-10-26 15:34:00,2024-10-27 11:23:13,2024-10-29 15:34:00,resolved,medium,Wrong item,social,STR005,CUS00162,4.0,19.82,True,West
TKT001038,2024-11-27 14:27:00,2024-11-28 04:28:02,2024-11-28 14:27:00,resolved,high,Store experience,chat,STR012,CUS00051,4.0,14.02,True,Southeast
TKT001039,2024-10-02 18:40:00,2024-10-05 10:11:21,2024-10-05 18:40:00,resolved,medium,Online order issue,chat,STR005,CUS00157,4.0,63.52,True,West
TKT001040,2024-09-25 07:07:00,2024-09-27 04:36:00,2024-09-28 07:07:00,resolved,medium,Wrong item,social,STR015,CUS00093,4.0,45.48,True,West
TKT001041,2024-02-20 20:30:00,,2024-02-27 20:30:00,pending,low,Pricing dispute,in_store,STR010,CUS00494,,,,West
TKT001042,2024-07-11 08:11:00,2024-07-13 08:56:38,2024-07-12 08:11:00,resolved,high,Refund request,phone,STR002,CUS00307,1.0,48.76,False,Southeast
TKT001043,2024-04-11 10:06:00,2024-04-13 21:28:08,2024-04-14 10:06:00,resolved,medium,Refund request,chat,STR011,CUS00104,4.0,59.37,True,Northeast
TKT001044,2024-12-09 12:10:00,2024-12-11 05:52:27,2024-12-10 12:10:00,resolved,high,Store experience,email,STR002,CUS00068,1.0,41.71,False,Southeast
TKT001045,2024-09-13 11:08:00,2024-09-14 06:04:18,2024-09-16 11:08:00,resolved,medium,Staff conduct,phone,STR023,CUS00072,4.0,18.94,True,Midwest
TKT001046,2024-06-17 12:06:00,2024-06-18 10:45:41,2024-06-18 12:06:00,resolved,high,Pricing dispute,email,STR012,CUS00473,5.0,22.66,True,Southeast
TKT001047,2024-01-24 09:19:00,2024-01-25 03:54:59,2024-01-25 09:19:00,resolved,high,Pricing dispute,phone,STR014,CUS00320,3.0,18.6,True,Southwest
TKT001048,2024-09-23 10:04:00,2024-09-26 13:17:16,2024-09-30 10:04:00,resolved,low,Pricing dispute,chat,STR012,CUS00357,5.0,75.22,True,Southeast
TKT001049,2024-04-21 07:25:00,2024-04-21 11:11:25,2024-04-21 11:25:00,resolved,critical,Late delivery,chat,STR008,CUS00136,4.0,3.77,True,Midwest
TKT001050,2024-03-22 20:39:00,2024-03-27 04:56:47,2024-03-29 20:39:00,resolved,low,Product defect,social,STR001,CUS00422,3.0,104.3,True,Northeast
TKT001051,2024-05-22 19:44:00,2024-05-30 17:51:55,2024-05-25 19:44:00,resolved,medium,Online order issue,in_store,STR004,CUS00129,1.0,190.13,False,Southwest
TKT001052,2024-11-09 11:21:00,,2024-11-12 11:21:00,escalated,medium,Wrong item,social,STR023,CUS00435,,,,Midwest
TKT001053,2024-07-18 08:34:00,2024-07-18 09:35:37,2024-07-25 08:34:00,resolved,low,Refund request,email,STR018,CUS00164,5.0,1.03,True,Midwest
TKT001054,2024-09-30 09:58:00,,2024-10-03 09:58:00,pending,medium,Store experience,email,STR008,CUS00137,,,,Midwest
TKT001055,2024-01-01 09:11:00,2024-01-06 03:02:07,2024-01-08 09:11:00,resolved,low,Refund request,chat,STR021,CUS00450,5.0,113.85,True,Northeast
TKT001056,2024-07-21 15:13:00,2024-08-07 12:18:36,2024-07-28 15:13:00,resolved,low,Pricing dispute,email,STR008,CUS00347,2.0,405.09,False,Midwest
TKT001057,2024-11-12 07:37:00,2024-11-14 17:55:53,2024-11-19 07:37:00,resolved,low,Online order issue,social,STR010,CUS00037,5.0,58.31,True,West
TKT001058,2024-12-03 15:49:00,2024-12-04 07:11:27,2024-12-04 15:49:00,resolved,high,Pricing dispute,phone,STR002,CUS00215,5.0,15.37,True,Southeast
TKT001059,2024-07-04 18:56:00,2024-07-08 23:55:29,2024-07-11 18:56:00,resolved,low,Wrong item,in_store,STR018,CUS00305,5.0,100.99,True,Midwest
TKT001060,2024-11-13 11:21:00,2024-11-19 00:25:53,2024-11-20 11:21:00,resolved,low,Refund request,phone,STR016,CUS00232,5.0,133.08,True,Northeast
TKT001061,2024-01-19 20:05:00,2024-01-22 11:25:28,2024-01-26 20:05:00,resolved,low,Pricing dispute,chat,STR004,CUS00375,3.0,63.34,True,Southwest
TKT001062,2024-02-22 07:03:00,,2024-02-29 07:03:00,escalated,low,Refund request,social,STR006,CUS00381,,,,Northeast
TKT001063,2024-11-06 07:34:00,,2024-11-09 07:34:00,pending,medium,Online order issue,in_store,STR012,CUS00464,,,,Southeast
TKT001064,2024-02-02 07:55:00,2024-02-07 13:58:28,2024-02-05 07:55:00,resolved,medium,Pricing dispute,in_store,STR011,CUS00362,2.0,126.06,False,Northeast
TKT001065,2024-03-15 16:02:00,2024-03-15 20:58:48,2024-03-15 20:02:00,closed_unresolved,critical,Wrong item,email,STR022,CUS00269,1.0,4.95,False,Southeast
TKT001066,2024-06-02 11:10:00,,2024-06-03 11:10:00,escalated,high,Refund request,chat,STR006,CUS00454,,,,Northeast
TKT001067,2024-09-11 15:44:00,,2024-09-11 19:44:00,pending,critical,Online order issue,email,STR014,CUS00134,,,,Southwest
TKT001068,2024-02-15 17:11:00,2024-02-20 03:21:18,2024-02-22 17:11:00,resolved,low,Refund request,chat,STR006,CUS00268,5.0,106.17,True,Northeast
TKT001069,2024-10-29 08:13:00,2024-10-31 08:01:37,2024-11-01 08:13:00,resolved,medium,Store experience,email,STR018,CUS00474,4.0,47.81,True,Midwest
TKT001070,2024-06-08 14:38:00,2024-06-11 04:16:48,2024-06-11 14:38:00,resolved,medium,Late delivery,chat,STR009,CUS00051,5.0,61.65,True,Southwest
TKT001071,2024-01-24 15:01:00,2024-01-25 22:25:50,2024-01-31 15:01:00,resolved,low,Staff conduct,phone,STR002,CUS00280,5.0,31.41,True,Southeast
TKT001072,2024-02-26 07:09:00,2024-02-26 23:51:12,2024-02-27 07:09:00,resolved,high,Product defect,phone,STR023,CUS00038,3.0,16.7,True,Midwest
TKT001073,2024-12-09 18:06:00,,2024-12-12 18:06:00,pending,medium,Product defect,social,STR010,CUS00311,,,,West
TKT001074,2024-12-24 19:14:00,2024-12-30 11:47:16,2024-12-27 19:14:00,resolved,medium,Staff conduct,social,STR014,CUS00237,2.0,136.55,False,Southwest
TKT001075,2024-04-14 08:41:00,2024-04-14 20:08:43,2024-04-15 08:41:00,resolved,high,Staff conduct,phone,STR019,CUS00266,4.0,11.46,True,Southwest
TKT001076,2024-06-07 11:26:00,,2024-06-07 15:26:00,pending,critical,Wrong item,phone,STR009,CUS00248,,,,Southwest
TKT001077,2024-07-08 18:41:00,2024-07-12 10:25:16,2024-07-15 18:41:00,resolved,low,Wrong item,chat,STR011,CUS00449,5.0,87.74,True,Northeast
TKT001078,2024-08-10 18:02:00,2024-08-13 01:02:14,2024-08-13 18:02:00,resolved,medium,Staff conduct,chat,STR009,CUS00155,4.0,55.0,True,Southwest
TKT001079,2024-06-01 20:21:00,,2024-06-08 20:21:00,pending,low,Pricing dispute,chat,STR005,CUS00399,,,,West
TKT001080,2024-08-13 09:38:00,2024-08-18 10:15:09,2024-08-20 09:38:00,resolved,low,Refund request,social,STR016,CUS00183,4.0,120.62,True,Northeast
TKT001081,2024-11-21 12:04:00,2024-11-21 13:32:09,2024-11-21 16:04:00,resolved,critical,Store experience,chat,STR017,CUS00019,5.0,1.47,True,Southeast
TKT001082,2024-10-09 19:36:00,2024-10-11 18:54:58,2024-10-12 19:36:00,resolved,medium,Product defect,email,STR001,CUS00047,4.0,47.32,True,Northeast
TKT001083,2024-04-10 16:22:00,2024-04-11 07:35:14,2024-04-11 16:22:00,resolved,high,Refund request,phone,STR004,CUS00236,4.0,15.22,True,Southwest
TKT001084,2024-06-11 10:31:00,2024-06-13 20:26:20,2024-06-14 10:31:00,resolved,medium,Store experience,phone,STR006,CUS00032,4.0,57.92,True,Northeast
TKT001085,2024-08-09 13:10:00,,2024-08-12 13:10:00,pending,medium,Staff conduct,phone,STR009,CUS00117,,,,Southwest
TKT001086,2024-04-17 13:16:00,2024-04-19 07:48:42,2024-04-20 13:16:00,resolved,medium,Product defect,email,STR020,CUS00122,4.0,42.55,True,West
TKT001087,2024-01-16 14:03:00,2024-01-17 01:10:01,2024-01-17 14:03:00,resolved,high,Store experience,in_store,STR014,CUS00274,5.0,11.12,True,Southwest
TKT001088,2024-02-18 15:57:00,2024-02-20 00:17:27,2024-02-21 15:57:00,resolved,medium,Product defect,phone,STR002,CUS00358,5.0,32.34,True,Southeast
TKT001089,2024-12-03 08:54:00,2024-12-16 17:09:32,2024-12-10 08:54:00,resolved,low,Online order issue,chat,STR004,CUS00467,2.0,320.26,False,Southwest
TKT001090,2024-12-25 18:47:00,2024-12-28 12:54:44,2024-12-28 18:47:00,resolved,medium,Pricing dispute,in_store,STR012,CUS00080,5.0,66.13,True,Southeast
TKT001091,2024-04-12 20:40:00,,2024-04-19 20:40:00,pending,low,Late delivery,chat,STR013,CUS00481,,,,Midwest
TKT001092,2024-10-31 13:56:00,2024-10-31 19:10:49,2024-10-31 17:56:00,resolved,critical,Store experience,phone,STR018,CUS00459,1.0,5.25,False,Midwest
TKT001093,2024-11-02 18:26:00,2024-11-04 22:59:02,2024-11-05 18:26:00,resolved,medium,Pricing dispute,chat,STR022,CUS00316,5.0,52.55,True,Southeast
